,weight_class_col_0,weight_class_col_1,weight_class_col_2,weight_class_col_3,weight_class_col_4,weight_class_col_5,weight_class_col_6,weight_class_col_7,fighter1,fighter2,winner,stance_col_0_fighter1,stance_col_1_fighter1,stance_col_2_fighter1,stance_col_3_fighter1,stance_col_4_fighter1,stance_col_5_fighter1,stance_col_6_fighter1,stance_col_7_fighter1,height_fighter1,weight_fighter1,reach_fighter1,wins_fighter1,losses_fighter1,draws_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Dep_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,stance_col_0_fighter2,stance_col_1_fighter2,stance_col_2_fighter2,stance_col_3_fighter2,stance_col_4_fighter2,stance_col_5_fighter2,stance_col_6_fighter2,stance_col_7_fighter2,height_fighter2,weight_fighter2,reach_fighter2,wins_fighter2,losses_fighter2,draws_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Dep_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,winner_en
0,0,0,0,0,0,0,1,0,Weili Zhang,Jessica Andrade,Weili Zhang,0,0,0,1,0,0,0,0,162.56,115,160.02,20,1,0,6.22,49,2.24,63,1.75,30,100,0.9,1,0,0,0,0,0,0,0,154.94,115,157.48,20,7,0,6.55,51,5.28,51,3.21,58,76,0.5,0
1,0,0,1,0,0,0,0,0,Jingliang Li,Elizeu Zaleski dos Santos,Jingliang Li,1,0,0,0,0,0,0,0,182.88,170,180.34,17,5,0,4.9,43,3.55,61,1.24,36,63,0.0,1,0,0,0,0,0,0,0,180.34,170,185.42000000000002,21,6,0,4.18,39,3.03,61,0.45,14,48,0.6,0
2,0,0,0,0,0,0,1,0,Kai Kara-France,Mark De La Rosa,Kai Kara-France,1,0,0,0,0,0,0,0,162.56,125,175.26,20,7,0,5.22,43,3.18,68,1.0,37,88,0.0,1,0,0,0,0,0,0,0,167.64000000000001,135,165.1,11,3,0,3.05,36,4.04,53,0.77,17,42,0.3,0
3,0,0,1,0,0,0,0,0,Kenan Song,Derrick Krantz,Kenan Song,1,0,0,0,0,0,0,0,182.88,170,180.34,15,5,0,4.13,45,4.28,56,0.0,0,50,0.0,1,0,0,0,0,0,0,0,177.8,170,182.88,24,12,0,2.07,37,4.03,50,3.18,50,0,0.8,0
4,0,0,0,1,0,0,0,0,Mizuki Inoue,Yanan Wu,Mizuki Inoue,1,0,0,0,0,0,0,0,160.02,125,165.1,14,5,0,6.2,45,8.2,54,0.0,0,100,0.0,1,0,0,0,0,0,0,0,172.72,125,167.64000000000001,10,3,0,4.79,45,4.35,52,0.44,14,58,0.4,0
5,0,0,0,0,0,0,1,0,Anthony Hernandez,Jun Yong Park,Anthony Hernandez,1,0,0,0,0,0,0,0,182.88,185,190.5,8,1,0,5.23,54,6.02,47,5.48,66,85,0.9,1,0,0,0,0,0,0,0,177.8,185,185.42000000000002,10,4,0,8.39,54,6.11,46,0.0,0,33,0.0,0
6,0,0,0,1,0,0,0,0,Su Mudaerji,Andre Soukhamthath,Su Mudaerji,0,1,0,0,0,0,0,0,172.72,135,182.88,11,4,0,5.02,59,2.49,58,0.68,100,75,1.4,1,0,0,0,0,0,0,0,175.26,135,177.8,13,8,0,2.77,44,4.31,49,1.25,53,58,0.2,0
7,0,0,0,0,0,0,1,0,Da Un Jung,Khadis Ibragimov,Da Un Jung,1,0,0,0,0,0,0,0,193.04,205,198.12,12,2,0,6.76,42,7.34,47,0.0,0,83,1.2,1,0,0,0,0,0,0,0,190.5,205,198.12,8,1,0,7.34,52,6.76,57,1.25,16,100,0.0,0
8,0,0,1,0,0,0,0,0,Damir Ismagulov,Thiago Moises,Damir Ismagulov,1,0,0,0,0,0,0,0,175.26,155,177.8,19,2,0,3.76,43,1.87,69,1.67,31,100,0.0,1,0,0,0,0,0,0,0,175.26,155,177.8,12,4,0,2.96,45,3.38,57,1.22,36,68,1.5,0
9,0,0,0,1,0,0,0,0,Heili Alateng,Danaa Batgerel,Heili Alateng,1,0,0,0,0,0,0,0,165.1,135,167.64000000000001,13,7,1,2.4,40,5.67,63,3.0,42,100,0.0,1,0,0,0,0,0,0,0,170.18,135,177.8,6,2,0,5.67,36,2.4,59,0.0,0,57,0.0,0
10,0,0,0,0,0,1,0,0,Karol Rosa,Lara Procopio,Karol Rosa,1,0,0,0,0,0,0,0,165.1,135,170.18,12,3,0,11.4,48,11.0,43,0.0,0,100,0.0,1,0,0,0,0,0,0,0,162.56,135,170.18,6,1,0,11.0,56,11.4,51,0.0,0,0,0.0,0
11,0,0,1,0,0,0,0,0,Stipe Miocic,Daniel Cormier,Stipe Miocic,1,0,0,0,0,0,0,0,193.04,240,203.2,19,3,0,4.95,52,3.69,56,2.2,37,73,0.0,1,0,0,0,0,0,0,0,180.34,235,182.88,22,2,0,4.25,52,2.75,56,1.95,44,77,0.5,0
12,0,0,1,0,0,0,0,0,Nate Diaz,Anthony Pettis,Nate Diaz,0,1,0,0,0,0,0,0,182.88,170,193.04,21,11,0,4.71,45,3.61,54,1.25,31,42,1.5,1,0,0,0,0,0,0,0,177.8,170,182.88,22,9,0,2.97,46,3.48,53,0.69,54,58,1.2,0
13,0,0,0,0,0,0,1,0,Paulo Costa,Yoel Romero,Paulo Costa,1,0,0,0,0,0,0,0,185.42,185,182.88,13,0,0,8.43,57,6.84,53,0.0,0,80,0.0,0,1,0,0,0,0,0,0,182.88,185,185.42000000000002,13,4,0,3.71,49,3.21,60,1.79,31,78,0.0,0
14,0,0,0,0,1,0,0,0,Sodiq Yusuff,Gabriel Benitez,Sodiq Yusuff,1,0,0,0,0,0,0,0,175.26,145,180.34,10,1,0,6.61,49,4.39,54,0.0,0,100,0.0,0,1,0,0,0,0,0,0,172.72,145,180.34,21,8,0,4.32,41,2.93,71,0.21,100,56,1.5,0
15,0,0,0,0,0,0,1,0,Derek Brunson,Ian Heinisch,Derek Brunson,0,1,0,0,0,0,0,0,185.42,185,195.58,20,7,0,3.39,45,2.91,54,2.8,29,100,0.5,1,0,0,0,0,0,0,0,180.34,185,182.88,13,2,0,3.33,50,2.61,55,0.62,12,63,0.6,0
16,0,0,1,0,0,0,0,0,Khama Worthy,Devonte Smith,Khama Worthy,1,0,0,0,0,0,0,0,180.34,155,187.96,15,6,0,4.94,41,3.53,44,0.0,0,0,0.0,1,0,0,0,0,0,0,0,175.26,155,193.04,10,2,0,6.88,56,3.65,59,0.0,0,100,0.0,0
17,0,0,0,1,0,0,0,0,Cory Sandhagen,Raphael Assuncao,Cory Sandhagen,0,0,0,1,0,0,0,0,180.34,135,177.8,12,1,0,7.14,48,4.16,58,1.24,50,27,0.6,1,0,0,0,0,0,0,0,165.1,135,167.64000000000001,27,7,0,3.32,41,2.35,68,1.54,38,80,0.3,0
18,0,0,1,0,0,0,0,0,Drakkar Klose,Christos Giagos,Drakkar Klose,1,0,0,0,0,0,0,0,175.26,155,177.8,11,1,1,3.98,52,3.74,54,1.67,30,68,0.0,1,0,0,0,0,0,0,0,177.8,155,180.34,17,8,0,3.05,40,2.73,49,2.74,42,50,0.4,0
19,1,0,0,0,0,0,0,0,Casey Kenney,Manny Bermudez,Casey Kenney,0,1,0,0,0,0,0,0,170.18,135,172.72,13,1,1,3.48,41,2.95,52,1.75,50,54,0.8,1,0,0,0,0,0,0,0,177.8,135,180.34,14,1,0,2.21,57,2.74,48,2.81,50,0,3.4,0
20,0,0,0,0,0,0,1,0,Hannah Cifers,Jodie Esquibel,Hannah Cifers,1,0,0,0,0,0,0,0,154.94,115,157.48,10,3,0,4.81,45,5.08,53,0.41,100,69,0.4,1,0,0,0,0,0,0,0,154.94,115,162.56,6,6,0,4.1,31,7.37,52,0.75,21,83,0.0,0
21,0,0,0,1,0,0,0,0,Kyung Ho Kang,Brandon Davis,Kyung Ho Kang,1,0,0,0,0,0,0,0,175.26,135,185.42000000000002,16,8,0,2.7,44,2.55,59,2.46,64,71,1.2,1,0,0,0,0,0,0,0,177.8,135,182.88,10,6,0,5.05,35,4.4,61,0.33,50,56,0.2,0
22,0,0,0,1,0,0,0,0,Sabina Mazo,Shana Dobson,Sabina Mazo,1,0,0,0,0,0,0,0,170.18,125,177.8,7,1,0,5.73,54,2.97,69,2.0,100,88,0.0,1,0,0,0,0,0,0,0,167.64000000000001,125,175.26,3,3,0,3.56,33,5.31,53,0.4,25,0,0.0,0
23,0,0,0,1,0,0,0,0,Valentina Shevchenko,Liz Carmouche,Valentina Shevchenko,0,1,0,0,0,0,0,0,165.1,125,167.64000000000001,18,3,0,3.02,49,2.16,62,1.94,51,77,0.4,1,0,0,0,0,0,0,0,167.64000000000001,125,167.64000000000001,13,7,0,2.78,54,2.51,61,2.57,51,65,0.3,0
24,0,0,1,0,0,0,0,0,Vicente Luque,Mike Perry,Vicente Luque,1,0,0,0,0,0,0,0,180.34,170,190.5,17,6,1,5.19,55,4.72,53,0.95,50,64,1.1,1,0,0,0,0,0,0,0,177.8,170,180.34,13,5,0,4.28,47,4.43,58,0.62,41,70,0.0,0
25,0,0,0,0,1,0,0,0,Humberto Bandenay,Eduardo Garagorri,Eduardo Garagorri,0,1,0,0,0,0,0,0,180.34,145,180.34,14,7,0,2.22,41,4.79,41,2.9,46,62,0.5,1,0,0,0,0,0,0,0,175.26,145,177.8,13,0,0,4.33,56,2.13,54,1.0,100,60,0.0,1
26,0,0,0,0,0,0,1,0,Ilir Latifi,Volkan Oezdemir,Volkan Oezdemir,1,0,0,0,0,0,0,0,177.8,205,185.42000000000002,15,7,0,2.29,40,3.09,55,1.85,30,100,0.5,1,0,0,0,0,0,0,0,187.96,205,190.5,16,4,0,5.04,46,3.93,57,0.48,22,76,0.0,1
27,0,0,0,0,0,0,1,0,Oskar Piechota,Rodolfo Vieira,Rodolfo Vieira,0,1,0,0,0,0,0,0,182.88,185,193.04,11,2,1,3.26,55,2.59,57,0.83,50,45,2.1,1,0,0,0,0,0,0,0,182.88,185,185.42000000000002,6,0,0,1.91,46,2.33,48,4.77,42,0,1.6,1
28,0,0,0,0,1,0,0,0,Bobby Moffett,Enrique Barzola,Enrique Barzola,1,0,0,0,0,0,0,0,177.8,145,185.42000000000002,14,5,0,3.41,39,3.15,61,2.74,66,66,1.4,1,0,0,0,0,0,0,0,170.18,145,177.8,17,4,1,3.77,41,2.93,69,5.0,47,80,0.2,1
29,0,0,1,0,0,0,0,0,Aleksei Kunchenko,Gilbert Burns,Gilbert Burns,1,0,0,0,0,0,0,0,172.72,170,177.8,20,1,0,3.62,42,2.4,65,0.33,33,86,0.0,1,0,0,0,0,0,0,0,177.8,155,180.34,16,3,0,3.22,44,3.25,57,2.6,39,42,0.7,1
30,0,0,1,0,0,0,0,0,Raphael Pessoa,Ciryl Gane,Ciryl Gane,1,0,0,0,0,0,0,0,190.5,262,198.12,9,1,0,1.67,17,3.57,31,0.0,0,100,0.0,1,0,0,0,0,0,0,0,193.04,245,205.74,4,0,0,3.57,68,1.67,82,0.0,0,100,3.6,1
31,0,0,0,0,0,0,1,0,Tecia Torres,Marina Rodriguez,Marina Rodriguez,1,0,0,0,0,0,0,0,154.94,115,152.4,10,5,0,4.04,47,3.46,62,0.67,14,52,0.1,1,0,0,0,0,0,0,0,167.64000000000001,115,165.1,12,0,1,6.18,53,3.06,58,0.62,33,84,0.3,1
32,0,0,0,0,0,0,1,0,Raulian Paiva,Rogerio Bontorin,Rogerio Bontorin,1,0,0,0,0,0,0,0,172.72,125,175.26,18,3,0,4.59,43,5.19,49,0.46,20,77,0.5,1,0,0,0,0,0,0,0,165.1,125,170.18,16,1,0,3.23,52,3.63,42,2.72,41,60,1.6,1
33,0,0,0,1,0,0,0,0,Geraldo de Freitas,Chris Gutierrez,Chris Gutierrez,1,0,0,0,0,0,0,0,170.18,135,182.88,12,5,0,2.97,47,2.3,49,4.0,50,60,0.0,1,0,0,0,0,0,0,0,175.26,135,170.18,14,3,0,3.65,55,2.3,64,0.38,33,66,0.0,1
34,0,0,1,0,0,0,0,0,Kazula Vargas,Alex Da Silva,Alex Da Silva,0,1,0,0,0,0,0,0,172.72,155,180.34,10,3,0,1.33,47,1.13,56,0.0,0,25,0.0,1,0,0,0,0,0,0,0,172.72,155,185.42000000000002,21,2,0,1.08,43,1.47,44,2.59,57,66,0.0,1
35,0,0,0,1,0,0,0,0,Polyana Viana,Veronica Macedo,Veronica Macedo,1,0,0,0,0,0,0,0,165.1,115,170.18,10,4,0,3.89,41,3.26,54,1.29,37,50,1.3,0,1,0,0,0,0,0,0,162.56,125,162.56,6,3,1,1.9,45,3.61,38,0.8,100,46,0.8,1
36,0,0,1,0,0,0,0,0,Robbie Lawler,Colby Covington,Colby Covington,0,1,0,0,0,0,0,0,180.34,170,187.96,28,14,0,3.57,45,4.16,60,0.71,66,65,0.0,1,0,0,0,0,0,0,0,180.34,170,182.88,15,1,0,3.9,37,2.35,56,5.69,51,78,0.2,1
37,0,0,1,0,0,0,0,0,Clay Guida,Jim Miller,Jim Miller,1,0,0,0,0,0,0,0,170.18,155,177.8,35,16,0,2.45,33,2.46,65,3.32,37,69,0.7,0,1,0,0,0,0,0,0,172.72,155,180.34,31,13,0,2.78,40,2.89,59,1.77,42,47,2.0,1
38,0,0,1,0,0,0,0,0,Joaquim Silva,Nasrat Haqparast,Nasrat Haqparast,0,1,0,0,0,0,0,0,172.72,155,175.26,11,3,0,3.92,37,4.43,56,0.24,50,64,0.7,0,1,0,0,0,0,0,0,177.8,155,182.88,11,2,0,5.24,46,3.2,75,0.3,25,78,0.0,1
39,0,0,0,0,0,0,1,0,Trevin Giles,Gerald Meerschaert,Gerald Meerschaert,1,0,0,0,0,0,0,0,182.88,185,187.96,11,2,0,3.25,61,1.36,70,1.95,100,72,0.0,0,1,0,0,0,0,0,0,185.42,185,195.58,29,11,0,2.22,46,3.0,46,3.18,43,46,2.2,1
40,0,0,1,0,0,0,0,0,Dong Hyun Ma,Scott Holtzman,Scott Holtzman,1,0,0,0,0,0,0,0,180.34,155,177.8,16,10,3,3.25,43,4.53,53,1.55,53,37,0.0,1,0,0,0,0,0,0,0,175.26,155,175.26,13,3,0,4.36,50,3.27,55,2.37,58,64,0.2,1
41,0,0,0,0,0,0,1,0,Darko Stosic,Kennedy Nzechukwu,Kennedy Nzechukwu,1,0,0,0,0,0,0,0,182.88,205,193.04,13,3,0,2.86,46,2.83,59,2.26,38,83,0.0,0,1,0,0,0,0,0,0,195.57999999999998,205,210.82,7,1,0,4.57,39,3.69,55,0.0,0,78,0.0,1
42,0,0,1,0,0,0,0,0,Salim Touahri,Mickey Gall,Mickey Gall,1,0,0,0,0,0,0,0,177.8,170,182.88,10,4,0,2.6,46,2.87,58,0.0,0,83,0.0,0,0,0,1,0,0,0,0,187.96,170,187.96,6,2,0,2.22,43,3.22,43,1.5,38,44,2.7,1
43,0,0,0,1,0,0,0,0,Lucie Pudilova,Antonina Shevchenko,Antonina Shevchenko,1,0,0,0,0,0,0,0,172.72,125,170.18,8,5,0,4.56,38,4.08,52,0.18,12,64,0.7,0,1,0,0,0,0,0,0,172.72,125,170.18,8,1,0,4.9,57,1.92,65,0.67,100,58,1.0,1
44,0,0,0,0,0,0,1,0,Jordan Espinosa,Matt Schnell,Matt Schnell,1,0,0,0,0,0,0,0,167.64000000000001,125,175.26,14,6,0,4.52,58,3.18,55,0.92,20,100,0.5,1,0,0,0,0,0,0,0,172.72,125,177.8,14,4,0,3.64,34,3.69,62,0.7,40,58,1.8,1
45,0,0,0,1,0,0,0,0,Mara Romero Borella,Lauren Murphy,Lauren Murphy,1,0,0,0,0,0,0,0,167.64000000000001,125,175.26,12,6,0,2.98,35,2.87,73,1.68,41,66,0.3,1,0,0,0,0,0,0,0,165.1,125,170.18,11,4,0,3.53,38,3.59,61,0.89,28,62,0.0,1
46,0,0,1,0,0,0,0,0,Cole Williams,Claudio Silva,Claudio Silva,1,0,0,0,0,0,0,0,182.88,170,185.42000000000002,11,2,0,0.77,33,12.39,13,0.0,0,0,0.0,0,1,0,0,0,0,0,0,180.34,170,180.34,14,1,0,2.8,51,2.17,45,3.32,33,50,2.1,1
47,0,0,0,1,0,0,0,0,Hannah Goldy,Miranda Granger,Miranda Granger,1,0,0,0,0,0,0,0,162.56,125,154.94,5,1,0,6.53,46,3.9,55,0.0,0,66,0.0,1,0,0,0,0,0,0,0,170.18,125,172.72,7,0,0,4.07,42,3.67,66,0.0,0,0,0.0,1
48,0,0,0,0,1,0,0,0,Frankie Edgar,Max Holloway,Max Holloway,1,0,0,0,0,0,0,0,167.64000000000001,145,172.72,22,7,1,3.6,39,2.39,69,2.36,31,65,0.3,1,0,0,0,0,0,0,0,180.34,145,175.26,21,4,0,6.78,45,4.29,63,0.26,83,84,0.4,1
49,0,0,0,0,0,1,0,0,Felicia Spencer,Cris Cyborg,Cris Cyborg,1,0,0,0,0,0,0,0,167.64000000000001,145,172.72,7,1,0,3.26,51,6.79,43,0.82,10,0,0.8,1,0,0,0,0,0,0,0,172.72,145,172.72,21,2,0,7.28,52,2.25,64,0.66,55,94,0.4,1
50,0,0,1,0,0,0,0,0,Niko Price,Geoff Neal,Geoff Neal,1,0,0,0,0,0,0,0,182.88,170,193.04,13,3,0,2.96,33,4.44,51,1.11,25,61,1.4,0,1,0,0,0,0,0,0,180.34,170,190.5,12,2,0,5.86,48,3.58,65,0.89,50,92,0.4,1
51,0,0,1,0,0,0,0,0,Arman Tsarukyan,Olivier Aubin-Mercier,Arman Tsarukyan,1,0,0,0,0,0,0,0,170.18,155,182.88,14,2,0,2.0,40,1.23,45,1.5,13,66,0.0,0,1,0,0,0,0,0,0,175.26,155,177.8,12,5,0,2.48,51,2.97,55,2.36,33,70,0.5,0
52,0,0,0,0,0,0,1,0,Krzysztof Jotko,Marc-Andre Barriault,Krzysztof Jotko,0,1,0,0,0,0,0,0,185.42,185,195.58,21,4,0,2.84,44,1.81,58,1.39,40,85,0.1,1,0,0,0,0,0,0,0,185.42,185,187.96,11,3,0,3.6,52,3.73,57,0.5,25,80,0.0,0
53,0,0,0,1,0,0,0,0,Viviane Araujo,Alexis Davis,Viviane Araujo,1,0,0,0,0,0,0,0,162.56,125,172.72,8,1,0,4.96,48,4.42,58,2.91,100,100,0.0,1,0,0,0,0,0,0,0,167.64000000000001,125,172.72,19,10,0,4.27,46,4.18,55,0.74,33,32,0.8,0
54,0,0,0,0,1,0,0,0,Hakeem Dawodu,Yoshinori Horie,Hakeem Dawodu,1,0,0,0,0,0,0,0,172.72,145,185.42000000000002,10,1,1,5.83,48,2.37,59,0.0,0,88,0.0,1,0,0,0,0,0,0,0,172.72,145,177.8,8,2,0,2.76,49,5.65,48,0.0,0,0,0.0,0
55,0,0,0,0,1,0,0,0,Gavin Tucker,SeungWoo Choi,Gavin Tucker,0,1,0,0,0,0,0,0,167.64000000000001,145,167.64000000000001,11,1,0,2.66,37,4.04,58,2.08,33,33,1.0,1,0,0,0,0,0,0,0,182.88,145,187.96,7,3,0,1.73,31,3.08,37,1.06,50,65,0.0,0
56,0,0,0,0,0,0,1,0,Deiveson Figueiredo,Alexandre Pantoja,Deiveson Figueiredo,1,0,0,0,0,0,0,0,165.1,125,172.72,16,1,0,2.43,52,2.15,55,1.86,50,58,2.3,1,0,0,0,0,0,0,0,165.1,125,170.18,21,4,0,4.4,46,3.47,56,0.96,31,60,1.4,0
57,0,0,0,1,0,0,0,0,Gillian Robertson,Sarah Frota,Gillian Robertson,1,0,0,0,0,0,0,0,165.1,125,160.02,7,3,0,2.01,51,1.95,56,3.77,53,0,1.4,0,1,0,0,0,0,0,0,167.64000000000001,125,175.26,9,2,0,4.52,52,2.57,55,0.0,0,53,0.0,0
58,0,0,1,0,0,0,0,0,Erik Koch,Kyle Stewart,Erik Koch,0,1,0,0,0,0,0,0,177.8,170,180.34,16,6,0,2.33,42,2.82,47,1.02,42,81,1.0,1,0,0,0,0,0,0,0,182.88,170,193.04,11,3,0,1.41,35,2.42,43,1.32,20,60,0.0,0
59,0,0,1,0,0,0,0,0,Leon Edwards,Rafael Dos Anjos,Leon Edwards,0,1,0,0,0,0,0,0,187.96,170,187.96,18,3,0,2.53,47,2.05,55,1.39,31,70,0.4,0,1,0,0,0,0,0,0,172.72,170,177.8,29,12,0,3.57,45,3.28,62,1.89,39,60,0.7,0
60,0,0,1,0,0,0,0,0,Walt Harris,Aleksei Oleinik,Walt Harris,0,1,0,0,0,0,0,0,195.57999999999998,250,195.58,13,7,0,2.96,38,2.68,61,0.35,33,76,0.2,1,0,0,0,0,0,0,0,187.96,240,203.2,57,13,1,3.53,51,3.61,49,2.69,39,20,2.4,0
61,0,0,1,0,0,0,0,0,Greg Hardy,Juan Adams,Greg Hardy,1,0,0,0,0,0,0,0,195.57999999999998,265,203.2,5,1,0,8.46,60,1.88,63,0.0,0,83,0.0,1,0,0,0,0,0,0,0,195.57999999999998,265,203.2,5,2,0,7.32,55,4.0,34,0.97,66,57,0.0,0
62,0,0,1,0,0,0,0,0,Dan Hooker,James Vick,Dan Hooker,0,0,0,1,0,0,0,0,182.88,155,190.5,19,8,0,4.46,43,5.07,54,0.46,37,77,0.5,1,0,0,0,0,0,0,0,190.5,155,193.04,13,4,0,4.11,39,3.26,60,0.27,33,56,0.7,0
63,0,0,1,0,0,0,0,0,Alexander Hernandez,Francisco Trinaldo,Alexander Hernandez,1,0,0,0,0,0,0,0,175.26,155,182.88,11,2,0,3.07,41,3.25,50,1.52,30,57,0.0,0,1,0,0,0,0,0,0,175.26,155,177.8,23,7,0,3.16,45,2.42,61,1.09,45,63,0.5,0
64,0,0,1,0,0,0,0,0,Andrei Arlovski,Ben Rothwell,Andrei Arlovski,1,0,0,0,0,0,0,0,190.5,240,195.58,28,18,0,3.54,44,2.68,59,0.53,36,79,0.3,1,0,0,0,0,0,0,0,193.04,265,198.12,36,12,0,3.2,41,4.53,47,0.69,34,69,0.3,0
65,0,0,0,0,1,0,0,0,Alex Caceres,Steven Peterson,Alex Caceres,0,1,0,0,0,0,0,0,177.8,145,185.42000000000002,15,12,0,3.98,48,2.86,64,0.53,75,58,0.8,1,0,0,0,0,0,0,0,177.8,145,177.8,17,9,0,4.4,34,5.25,55,2.2,28,85,0.4,0
66,0,0,0,0,0,1,0,0,Raquel Pennington,Irene Aldana,Raquel Pennington,1,0,0,0,0,0,0,0,170.18,135,170.18,10,8,0,3.39,45,3.33,64,1.14,26,64,0.9,1,0,0,0,0,0,0,0,175.26,135,172.72,10,5,0,5.84,39,6.26,61,0.34,50,93,0.2,0
67,0,0,0,0,0,0,1,0,Klidson Abreu,Sam Alvey,Klidson Abreu,1,0,0,0,0,0,0,0,182.88,205,187.96,15,3,0,1.97,39,1.93,59,0.5,12,75,0.0,0,1,0,0,0,0,0,0,187.96,205,190.5,33,13,0,3.05,44,3.2,55,0.09,16,82,0.1,0
68,0,0,0,1,0,0,0,0,Jennifer Maia,Roxanne Modafferi,Jennifer Maia,1,0,0,0,0,0,0,0,162.56,125,162.56,17,5,1,4.11,45,3.42,50,0.0,0,73,0.0,1,0,0,0,0,0,0,0,170.18,125,175.26,23,17,0,3.3,31,5.31,54,1.51,20,41,0.1,0
69,0,0,0,1,0,0,0,0,Ray Borg,Gabriel Silva,Ray Borg,1,0,0,0,0,0,0,0,162.56,135,160.02,12,4,0,1.26,49,1.8,46,3.66,50,46,1.2,1,0,0,0,0,0,0,0,167.64000000000001,135,180.34,7,1,0,0.53,50,1.0,34,1.0,16,33,0.0,0
70,0,0,0,1,0,0,0,0,Mario Bautista,Jinsoo Son,Mario Bautista,0,0,0,1,0,0,0,0,175.26,135,175.26,7,1,0,7.45,49,6.05,55,0.81,33,57,0.0,1,0,0,0,0,0,0,0,167.64000000000001,135,175.26,9,4,0,5.1,36,7.63,52,1.5,25,100,0.0,0
71,0,0,0,1,0,0,0,0,Felipe Colares,Domingo Pilarte,Felipe Colares,1,0,0,0,0,0,0,0,172.72,135,175.26,9,1,0,1.47,47,2.0,38,2.5,31,42,0.0,0,1,0,0,0,0,0,0,182.88,135,185.42000000000002,8,2,0,2.06,51,3.52,42,2.06,42,75,1.4,0
72,0,0,0,0,0,1,0,0,Germaine de Randamie,Aspen Ladd,Germaine de Randamie,1,0,0,0,0,0,0,0,175.26,135,180.34,9,3,0,2.99,46,1.91,67,0.0,0,80,0.1,1,0,0,0,0,0,0,0,167.64000000000001,135,167.64000000000001,8,1,0,5.52,55,4.99,47,2.29,80,66,1.7,0
73,0,0,0,1,0,0,0,0,Urijah Faber,Ricky Simon,Urijah Faber,1,0,0,0,0,0,0,0,167.64000000000001,135,170.18,35,10,0,2.68,41,2.52,64,1.59,31,60,0.9,1,0,0,0,0,0,0,0,167.64000000000001,135,175.26,15,2,0,2.72,41,3.24,68,6.66,52,73,0.2,0
74,0,0,0,0,1,0,0,0,Josh Emmett,Mirsad Bektic,Josh Emmett,1,0,0,0,0,0,0,0,167.64000000000001,145,177.8,15,2,0,3.63,36,3.26,67,1.5,45,50,0.2,1,0,0,0,0,0,0,0,172.72,145,177.8,13,2,0,2.88,42,1.7,60,3.38,53,100,0.4,0
75,0,0,0,0,0,0,1,0,Wellington Turman,Karl Roberson,Karl Roberson,1,0,0,0,0,0,0,0,182.88,185,182.88,15,3,0,1.67,49,3.33,37,4.0,57,0,2.0,0,1,0,0,0,0,0,0,185.42,185,187.96,8,2,0,3.19,61,1.52,65,1.07,75,50,0.7,1
76,0,0,0,0,0,0,1,0,Cezar Ferreira,Marvin Vettori,Marvin Vettori,0,1,0,0,0,0,0,0,185.42,185,198.12,14,8,0,1.9,42,2.44,53,2.69,53,84,0.5,0,1,0,0,0,0,0,0,182.88,185,187.96,13,4,1,3.75,42,2.89,63,1.7,45,79,0.8,1
77,0,0,0,0,0,0,1,0,Mike Rodriguez,John Allan,John Allan,0,1,0,0,0,0,0,0,193.04,205,208.28,10,4,0,4.31,52,3.38,45,0.0,0,38,0.0,1,0,0,0,0,0,0,0,190.5,205,190.5,14,5,0,3.59,48,4.39,51,2.54,66,57,1.9,1
78,0,0,0,0,1,0,0,0,Sheymon Moraes,Andre Fili,Andre Fili,1,0,0,0,0,0,0,0,172.72,145,182.88,11,4,0,3.0,42,3.64,63,0.0,0,53,0.0,1,0,0,0,0,0,0,0,180.34,145,187.96,20,6,0,4.08,37,3.86,53,2.44,46,69,0.2,1
79,0,0,0,0,0,1,0,0,Nicco Montano,Julianna Pena,Julianna Pena,0,1,0,0,0,0,0,0,165.1,135,165.1,5,3,0,5.6,41,4.43,64,2.25,54,69,0.4,1,0,0,0,0,0,0,0,167.64000000000001,135,175.26,10,3,0,2.96,51,1.51,47,2.6,52,28,0.9,1
80,0,0,0,0,1,0,0,0,Darren Elkins,Ryan Hall,Ryan Hall,1,0,0,0,0,0,0,0,177.8,145,180.34,25,8,0,3.27,36,2.8,53,2.52,35,58,1.3,1,0,0,0,0,0,0,0,177.8,145,177.8,8,1,0,2.32,43,0.96,75,0.31,16,0,0.9,1
81,0,0,0,1,0,0,0,0,Liu Pingyuan,Jonathan Martinez,Jonathan Martinez,1,0,0,0,0,0,0,0,167.64000000000001,135,182.88,13,6,0,2.6,31,3.55,54,0.34,20,55,1.4,0,1,0,0,0,0,0,0,172.72,135,177.8,11,2,0,3.42,48,2.8,61,0.68,50,33,0.0,1
82,0,0,0,0,0,0,1,0,Livinha Souza,Brianna Van Buren,Brianna Van Buren,1,0,0,0,0,0,0,0,160.02,115,160.02,13,2,0,1.79,37,3.45,62,3.35,50,25,1.9,0,1,0,0,0,0,0,0,152.4,115,157.48,9,2,0,4.8,38,1.53,65,3.0,75,33,0.0,1
