,fight_card,fight_card_url,fighter1,fighter2,weight_class,winner,method,round
149,UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,Laureano Staropoli,Thiago Alves,Welterweight,Laureano Staropoli,U-DEC,3
150,UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,Irene Aldana,Bethe Correia,Women's Bantamweight,Irene Aldana,SUBArmbar,3
151,UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,Ryan Spann,Rogerio Nogueira,Light Heavyweight,Ryan Spann,KO/TKOPunch,1
152,UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,Thiago Moises,Kurt Holobaugh,Lightweight,Thiago Moises,U-DEC,3
153,UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,Warlley Alves,Sergio Moraes,Welterweight,Warlley Alves,KO/TKOPunch,3
154,UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,Clay Guida,BJ Penn,Lightweight,Clay Guida,U-DEC,3
155,UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,Luana Carolina,Priscila Cachoeira,Women's Flyweight,Luana Carolina,U-DEC,3
156,UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,Raoni Barcelos,Carlos Huachin,Bantamweight,Raoni Barcelos,KO/TKOElbows,2
157,UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,Viviane Araujo,Talita Bernardo,Women's Bantamweight,Viviane Araujo,KO/TKOPunch,3
158,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Donald Cerrone,Al Iaquinta,Lightweight,Donald Cerrone,U-DEC,5
159,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Derek Brunson,Elias Theodorou,Middleweight,Derek Brunson,U-DEC,3
160,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Shane Burgos,Cub Swanson,Featherweight,Shane Burgos,S-DEC,3
161,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Merab Dvalishvili,Brad Katona,Bantamweight,Merab Dvalishvili,U-DEC,3
162,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Walt Harris,Serghei Spivac,Heavyweight,Walt Harris,KO/TKOKnees,1
163,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Andrew Sanchez,Marc-Andre Barriault,Middleweight,Andrew Sanchez,U-DEC,3
164,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Macy Chiasson,Sarah Moras,Women's Bantamweight,Macy Chiasson,KO/TKOPunches,2
165,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Vince Morales,Aiemann Zahabi,Bantamweight,Vince Morales,U-DEC,3
166,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Nordine Taleb,Kyle Prepolec,Welterweight,Nordine Taleb,U-DEC,3
167,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Matt Sayles,Kyle Nelson,Featherweight,Matt Sayles,SUBArm Triangle,3
168,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Arjan Bhullar,Juan Adams,Heavyweight,Arjan Bhullar,U-DEC,3
169,UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,Cole Smith,Mitch Gagnon,Bantamweight,Cole Smith,U-DEC,3
170,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Jack Hermansson,Jacare Souza,Middleweight,Jack Hermansson,U-DEC,5
171,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Greg Hardy,Dmitrii Smoliakov,Heavyweight,Greg Hardy,KO/TKOPunches,1
172,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Mike Perry,Alex Oliveira,Welterweight,Mike Perry,U-DEC,3
173,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Glover Teixeira,Ion Cutelaba,Light Heavyweight,Glover Teixeira,SUBRear Naked Choke,2
174,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Cory Sandhagen,John Lineker,Bantamweight,Cory Sandhagen,S-DEC,3
175,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Roosevelt Roberts,Thomas Gifford,Lightweight,Roosevelt Roberts,U-DEC,3
176,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Takashi Sato,Ben Saunders,Welterweight,Takashi Sato,KO/TKOElbows,2
177,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Augusto Sakai,Andrei Arlovski,Heavyweight,Augusto Sakai,S-DEC,3
178,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Carla Esparza,Virna Jandiroba,Women's Strawweight,Carla Esparza,U-DEC,3
179,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Gilbert Burns,Mike Davis,Lightweight,Gilbert Burns,SUBRear Naked Choke,2
180,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Jim Miller,Jason Gonzalez,Lightweight,Jim Miller,SUBRear Naked Choke,1
181,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Angela Hill,Jodie Esquibel,Women's Strawweight,Angela Hill,U-DEC,3
182,UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,Dhiego Lima,Court McGee,Welterweight,Dhiego Lima,S-DEC,3
183,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Alistair Overeem,Aleksei Oleinik,Heavyweight,Alistair Overeem,KO/TKOKnee,1
184,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Islam Makhachev,Arman Tsarukyan,Lightweight,Islam Makhachev,U-DEC,3
185,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Sergei Pavlovich,Marcelo Golm,Heavyweight,Sergei Pavlovich,KO/TKOPunches,1
186,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Roxanne Modafferi,Antonina Shevchenko,Women's Flyweight,Roxanne Modafferi,S-DEC,3
187,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Krzysztof Jotko,Alen Amedovski,Middleweight,Krzysztof Jotko,U-DEC,3
188,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Movsar Evloev,SeungWoo Choi,Featherweight,Movsar Evloev,U-DEC,3
189,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Sultan Aliev,Keita Nakamura,Welterweight,Sultan Aliev,U-DEC,3
190,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Alexander Yakovlev,Alex Da Silva,Lightweight,Alexander Yakovlev,SUBOther - Choke,2
191,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Shamil Abdurakhimov,Marcin Tybura,Heavyweight,Shamil Abdurakhimov,KO/TKOPunches,2
192,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Michal Oleksiejczuk,Gadzhimurad Antigulov,Light Heavyweight,Michal Oleksiejczuk,KO/TKOPunch,1
193,UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,Magomed Mustafaev,Rafael Fiziev,Lightweight,Magomed Mustafaev,KO/TKOSpinning Back Kick,1
194,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Dustin Poirier,Max Holloway,Lightweight,Dustin Poirier,U-DEC,5
195,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Israel Adesanya,Kelvin Gastelum,Middleweight,Israel Adesanya,U-DEC,5
196,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Khalil Rountree Jr.,Eryk Anders,Light Heavyweight,Khalil Rountree Jr.,U-DEC,3
197,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Dwight Grant,Alan Jouban,Welterweight,Dwight Grant,S-DEC,3
198,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Nikita Krylov,Ovince Saint Preux,Light Heavyweight,Nikita Krylov,SUBRear Naked Choke,2
199,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Matt Frevola,Jalin Turner,Lightweight,Matt Frevola,U-DEC,3
200,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Alexandre Pantoja,Wilson Reis,Flyweight,Alexandre Pantoja,KO/TKOPunch,1
201,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Max Griffin,Zelim Imadaev,Welterweight,Max Griffin,M-DEC,3
202,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Khalid Taha,Boston Salmon,Bantamweight,Khalid Taha,KO/TKOPunch,1
203,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Belal Muhammad,Curtis Millender,Welterweight,Belal Muhammad,U-DEC,3
204,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Montel Jackson,Andre Soukhamthath,Bantamweight,Montel Jackson,U-DEC,3
205,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Poliana Botelho,Lauren Mueller,Women's Flyweight,Poliana Botelho,U-DEC,3
206,UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,Brandon Davis,Randy Costa,Bantamweight,Brandon Davis,SUBRear Naked Choke,2
207,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Justin Gaethje,Edson Barboza,Lightweight,Justin Gaethje,KO/TKOPunch,1
208,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Jack Hermansson,David Branch,Middleweight,Jack Hermansson,SUBGuillotine Choke,1
209,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Josh Emmett,Michael Johnson,Featherweight,Josh Emmett,KO/TKOPunch,3
210,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Michelle Waterson,Karolina Kowalkiewicz,Women's Strawweight,Michelle Waterson,U-DEC,3
211,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Paul Craig,Kennedy Nzechukwu,Light Heavyweight,Paul Craig,SUBTriangle Choke,3
212,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Sodiq Yusuff,Sheymon Moraes,Featherweight,Sodiq Yusuff,U-DEC,3
213,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Marina Rodriguez,Jessica Aguilar,Women's Strawweight,Marina Rodriguez,U-DEC,3
214,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Desmond Green,Ross Pearson,Lightweight,Desmond Green,KO/TKOPunches,1
215,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Kevin Aguilar,Enrique Barzola,Featherweight,Kevin Aguilar,U-DEC,3
216,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Kevin Holland,Gerald Meerschaert,Middleweight,Kevin Holland,S-DEC,3
217,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Casey Kenney,Ray Borg,Bantamweight,Casey Kenney,U-DEC,3
218,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Maryna Moroz,Sabina Mazo,Women's Flyweight,Maryna Moroz,U-DEC,3
219,UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,Alex Perez,Mark De La Rosa,Bantamweight,Alex Perez,U-DEC,3
220,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Anthony Pettis,Stephen Thompson,Welterweight,Anthony Pettis,KO/TKOPunch,2
221,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Curtis Blaydes,Justin Willis,Heavyweight,Curtis Blaydes,U-DEC,3
222,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,John Makdessi,Jesus Pinedo,Lightweight,John Makdessi,U-DEC,3
223,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Jussier Formiga,Deiveson Figueiredo,Flyweight,Jussier Formiga,U-DEC,3
224,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Luis Pena,Steven Peterson,Featherweight,Luis Pena,U-DEC,3
225,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Maycee Barber,JJ Aldrich,Women's Flyweight,Maycee Barber,KO/TKOPunches,2
226,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Bryce Mitchell,Bobby Moffett,Featherweight,Bryce Mitchell,U-DEC,3
227,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Marlon Vera,Frankie Saenz,Bantamweight,Marlon Vera,KO/TKOPunch,1
228,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Jennifer Maia,Alexis Davis,Women's Flyweight,Jennifer Maia,U-DEC,3
229,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Randa Markos,Angela Hill,Women's Strawweight,Randa Markos,SUBArmbar,1
230,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Chris Gutierrez,Ryan MacDonald,Bantamweight,Chris Gutierrez,U-DEC,3
231,UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,Jordan Espinosa,Eric Shelton,Flyweight,Jordan Espinosa,U-DEC,3
232,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Jorge Masvidal,Darren Till,Welterweight,Jorge Masvidal,KO/TKOPunch,2
233,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Leon Edwards,Gunnar Nelson,Welterweight,Leon Edwards,S-DEC,3
234,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Dominick Reyes,Volkan Oezdemir,Light Heavyweight,Dominick Reyes,S-DEC,3
235,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Nathaniel Wood,Jose Quinonez,Bantamweight,Nathaniel Wood,SUBRear Naked Choke,2
236,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Claudio Silva,Danny Roberts,Welterweight,Claudio Silva,SUBArmbar,3
237,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Jack Marshman,John Phillips,Middleweight,Jack Marshman,S-DEC,3
238,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Arnold Allen,Jordan Rinaldi,Featherweight,Arnold Allen,U-DEC,3
239,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Marc Diakiese,Joe Duffy,Lightweight,Marc Diakiese,U-DEC,3
240,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Saparbeg Safarov,Nicolae Negumereanu,Light Heavyweight,Saparbeg Safarov,U-DEC,3
241,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Dan Ige,Danny Henry,Featherweight,Dan Ige,SUBRear Naked Choke,1
242,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Molly McCann,Priscila Cachoeira,Women's Flyweight,Molly McCann,U-DEC,3
243,UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,Mike Grundy,Nad Narimani,Featherweight,Mike Grundy,KO/TKOPunches,2
244,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Junior Dos Santos,Derrick Lewis,Heavyweight,Junior Dos Santos,KO/TKOPunches,2
245,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Elizeu Zaleski dos Santos,Curtis Millender,Welterweight,Elizeu Zaleski dos Santos,SUBRear Naked Choke,1
246,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Niko Price,Tim Means,Welterweight,Niko Price,KO/TKOPunch,1
247,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Blagoy Ivanov,Ben Rothwell,Heavyweight,Blagoy Ivanov,U-DEC,3
248,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Beneil Dariush,Drew Dober,Lightweight,Beneil Dariush,SUBArmbar,2
249,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Omari Akhmedov,Tim Boetsch,Middleweight,Omari Akhmedov,U-DEC,3
250,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Anthony Rocco Martin,Sergio Moraes,Welterweight,Anthony Rocco Martin,U-DEC,3
251,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Yana Kunitskaya,Marion Reneau,Women's Bantamweight,Yana Kunitskaya,U-DEC,3
252,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Grant Dawson,Julian Erosa,Featherweight,Grant Dawson,U-DEC,3
253,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Maurice Greene,Jeff Hughes,Heavyweight,Maurice Greene,S-DEC,3
254,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Matt Schnell,Louis Smolka,Bantamweight,Matt Schnell,SUBTriangle Choke,1
255,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Alex Morono,Zak Ottow,Welterweight,Alex Morono,KO/TKOElbows,1
256,UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Alex White,Dan Moret,Lightweight,Alex White,U-DEC,3
257,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Jon Jones,Anthony Smith,Light Heavyweight,Jon Jones,U-DEC,5
258,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Kamaru Usman,Tyron Woodley,Welterweight,Kamaru Usman,U-DEC,5
259,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Ben Askren,Robbie Lawler,Welterweight,Ben Askren,SUBOther - Choke,1
260,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Weili Zhang,Tecia Torres,Women's Strawweight,Weili Zhang,U-DEC,3
261,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Pedro Munhoz,Cody Garbrandt,Bantamweight,Pedro Munhoz,KO/TKOPunch,1
262,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Zabit Magomedsharipov,Jeremy Stephens,Featherweight,Zabit Magomedsharipov,U-DEC,3
263,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Johnny Walker,Misha Cirkunov,Light Heavyweight,Johnny Walker,KO/TKOFlying Knee,1
264,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Cody Stamann,Alejandro Perez,Bantamweight,Cody Stamann,U-DEC,3
265,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Diego Sanchez,Mickey Gall,Welterweight,Diego Sanchez,KO/TKOPunches,2
266,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Edmen Shahbazyan,Charles Byrd,Middleweight,Edmen Shahbazyan,KO/TKOElbows,1
267,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Macy Chiasson,Gina Mazany,Women's Bantamweight,Macy Chiasson,KO/TKOPunch,1
268,UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,Hannah Cifers,Polyana Viana,Women's Strawweight,Hannah Cifers,S-DEC,3
269,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Thiago Santos,Jan Blachowicz,Light Heavyweight,Thiago Santos,KO/TKOPunch,3
270,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Stefan Struve,Marcos Rogerio de Lima,Heavyweight,Stefan Struve,SUBArm Triangle,2
271,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Michal Oleksiejczuk,Gian Villante,Light Heavyweight,Michal Oleksiejczuk,KO/TKOPunch,1
272,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Liz Carmouche,Lucie Pudilova,Women's Flyweight,Liz Carmouche,U-DEC,3
273,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Petr Yan,John Dodson,Bantamweight,Petr Yan,U-DEC,3
274,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Magomed Ankalaev,Klidson Abreu,Light Heavyweight,Magomed Ankalaev,U-DEC,3
275,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Dwight Grant,Carlo Pedersoli,Welterweight,Dwight Grant,KO/TKOPunch,1
276,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Chris Fishgold,Daniel Teymur,Featherweight,Chris Fishgold,SUBRear Naked Choke,2
277,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Gillian Robertson,Veronica Macedo,Women's Flyweight,Gillian Robertson,SUBRear Naked Choke,2
278,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Damir Hadzovic,Polo Reyes,Lightweight,Damir Hadzovic,KO/TKOPunches,2
279,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Ismail Naurdiev,Michel Prazeres,Welterweight,Ismail Naurdiev,U-DEC,3
280,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Diego Ferreira,Rustam Khabilov,Lightweight,Diego Ferreira,U-DEC,3
281,UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,Damir Ismagulov,Joel Alvarez,Lightweight,Damir Ismagulov,U-DEC,3
