,Unnamed: 0,first_name,last_name,nick_name,height,weight,reach,stance,wins,losses,draws,fighter_url,full_name,SLpM,Str_Acc,SApM,Str_Dep,TD_Avg,TD_Acc,TD_Def,Sub_Avg
1490,1490,Martin,Kampmann,The Hitman,"6' 0""",170 lbs.,"72.0""",Orthodox,20,7,0,http://ufcstats.com/fighter-details/8b69839f3555a67b,Martin Kampmann,3.22,42%,3.28,62%,1.86,41%,78%,2.0
1491,1491,Bharat,Kandare,Daring,"5' 7""",135 lbs.,"72.0""",Orthodox,5,3,0,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4,Bharat Kandare,0.70,10%,1.88,72%,0.00,0%,0%,0.0
1492,1492,Hiromitsu,Kanehara,,"5' 10""",200 lbs.,--,Orthodox,19,24,3,http://ufcstats.com/fighter-details/eda579d906cf0ca2,Hiromitsu Kanehara,0.76,22%,4.39,40%,0.00,0%,40%,0.4
1493,1493,Masanori,Kanehara,,"5' 7""",135 lbs.,"67.0""",Orthodox,25,13,5,http://ufcstats.com/fighter-details/f3a078277b3b8ff4,Masanori Kanehara,1.88,49%,1.63,62%,1.44,50%,63%,0.9
1494,1494,Ken,Kaneko,,"6' 0""",161 lbs.,--,Orthodox,0,3,0,http://ufcstats.com/fighter-details/5345f86680378fc1,Ken Kaneko,0.00,0%,0.94,42%,0.00,0%,0%,3.5
1495,1495,Denis,Kang,,"5' 11""",185 lbs.,"77.0""",Orthodox,34,15,2,http://ufcstats.com/fighter-details/3c241737a6069b9f,Denis Kang,2.27,35%,1.65,67%,2.51,65%,38%,1.2
1496,1496,Kyung Ho,Kang,Mr. Perfect,"5' 9""",135 lbs.,"73.0""",Orthodox,16,8,0,http://ufcstats.com/fighter-details/a7897d200692ab64,Kyung Ho Kang,2.70,44%,2.55,59%,2.46,64%,71%,1.2
1497,1497,David,Kaplan,Diamond,"5' 7""",155 lbs.,--,Orthodox,3,4,0,http://ufcstats.com/fighter-details/5669b828e7e11329,David Kaplan,2.88,46%,4.32,67%,4.88,43%,0%,0.7
1498,1498,Kai,Kara-France,Don't Blink,"5' 4""",125 lbs.,"69.0""",Orthodox,20,7,0,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,Kai Kara-France,5.22,43%,3.18,68%,1.00,37%,88%,0.0
1499,1499,Georgi,Karakhanyan,Insane,"5' 8""",145 lbs.,--,,24,4,1,http://ufcstats.com/fighter-details/43292ecf0e72c143,Georgi Karakhanyan,4.49,39%,5.00,54%,1.41,50%,33%,1.9
1500,1500,Alex,Karalexis,The Assassin,"5' 8""",155 lbs.,"66.0""",Orthodox,10,6,0,http://ufcstats.com/fighter-details/e361e5c858af6ff1,Alex Karalexis,2.39,38%,2.37,57%,2.64,42%,86%,1.1
1501,1501,Impa,Kasanganay,Tshilobo,"5' 11""",185 lbs.,"75.0""",Orthodox,5,0,0,http://ufcstats.com/fighter-details/257b0c8d6f199895,Impa Kasanganay,4.80,62%,2.60,46%,2.00,100%,57%,0.0
1502,1502,Nadia,Kassem,187,"5' 5""",125 lbs.,"66.0""",Southpaw,5,1,0,http://ufcstats.com/fighter-details/6e7506127408aa9e,Nadia Kassem,2.52,50%,2.92,37%,0.00,0%,40%,4.0
1503,1503,Yusuke,Kasuya,,"5' 7""",155 lbs.,"67.0""",Southpaw,9,3,2,http://ufcstats.com/fighter-details/3058888c33149a53,Yusuke Kasuya,2.17,44%,4.34,48%,1.36,33%,0%,0.0
1504,1504,Tetsuji,Kato,,--,155 lbs.,--,Orthodox,20,10,0,http://ufcstats.com/fighter-details/542db012217ecb83,Tetsuji Kato,1.20,29%,2.10,70%,2.00,57%,80%,0.5
1505,1505,Hisaki,Kato,,"6' 0""",185 lbs.,--,,8,2,0,http://ufcstats.com/fighter-details/ebf1c247b2cba375,Hisaki Kato,2.80,48%,1.72,68%,1.62,100%,0%,0.0
1506,1506,Brad,Katona,Superman,"5' 6""",135 lbs.,"64.0""",Orthodox,9,1,0,http://ufcstats.com/fighter-details/7b433309b0fd12aa,Brad Katona,3.98,55%,3.07,55%,0.67,20%,43%,0.0
1507,1507,Calvin,Kattar,The Boston Finisher,"5' 11""",145 lbs.,"72.0""",Orthodox,20,3,0,http://ufcstats.com/fighter-details/751de04455cfaac0,Calvin Kattar,5.06,42%,6.35,55%,0.61,33%,80%,0.0
1508,1508,Sarah,Kaufman,,"5' 5""",135 lbs.,"67.0""",Orthodox,17,4,0,http://ufcstats.com/fighter-details/36df8e119aec6175,Sarah Kaufman,6.65,46%,4.00,62%,0.38,57%,81%,0.0
1509,1509,Yusuke,Kawaguchi,,"6' 0""",255 lbs.,--,,13,4,0,http://ufcstats.com/fighter-details/fa2320781bfe4f49,Yusuke Kawaguchi,2.87,47%,3.93,50%,0.00,0%,72%,0.0
1510,1510,Canaan,Kawaihae,,"6' 0""",145 lbs.,--,Southpaw,4,1,0,http://ufcstats.com/fighter-details/58d42b9e920b25fc,Canaan Kawaihae,2.33,72%,5.40,34%,0.00,0%,100%,0.0
1511,1511,Tatsuya,Kawajiri,The Crusher,"5' 7""",145 lbs.,"69.0""",Orthodox,35,10,2,http://ufcstats.com/fighter-details/80d918336163b80c,Tatsuya Kawajiri,2.04,44%,2.01,50%,3.63,48%,63%,1.1
1512,1512,Ryo,Kawamura,,"5' 11""",205 lbs.,--,Orthodox,12,6,4,http://ufcstats.com/fighter-details/9e91d7fd2720e241,Ryo Kawamura,0.60,16%,3.93,39%,0.00,0%,6%,0.0
1513,1513,Doug,Kay,,--,--,--,,0,0,0,http://ufcstats.com/fighter-details/547c5611bd366988,Doug Kay,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1514,1514,Julie,Kedzie,,"5' 5""",135 lbs.,"64.0""",Orthodox,16,13,0,http://ufcstats.com/fighter-details/981ab7a0576f76a0,Julie Kedzie,2.90,36%,3.18,46%,1.14,23%,78%,0.0
1515,1515,Ryan,Keenan,,"5' 10""",170 lbs.,--,,4,2,0,http://ufcstats.com/fighter-details/a72b20136239ba39,Ryan Keenan,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1516,1516,CJ,Keith,,"6' 0""",155 lbs.,--,Orthodox,8,2,0,http://ufcstats.com/fighter-details/c0eecd851dbf3146,CJ Keith,0.86,50%,1.82,50%,0.00,0%,62%,0.0
1517,1517,Chris,Kelades,The Greek Assassin,"5' 7""",125 lbs.,"68.0""",Orthodox,9,3,0,http://ufcstats.com/fighter-details/56c9acc4e86046a2,Chris Kelades,2.40,43%,2.64,48%,1.04,18%,53%,0.3
1518,1518,Brian,Kelleher,Boom,"5' 6""",135 lbs.,"66.0""",Switch,19,10,0,http://ufcstats.com/fighter-details/7be14eaed4c74856,Brian Kelleher,5.01,45%,5.98,54%,1.25,26%,84%,0.6
1519,1519,Mayana,Kellem,,"5' 5""",135 lbs.,--,Orthodox,7,1,0,http://ufcstats.com/fighter-details/c788481ae19e798d,Mayana Kellem,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1520,1520,Paul,Kelly,,"5' 9""",155 lbs.,"70.0""",Orthodox,12,4,0,http://ufcstats.com/fighter-details/aac5ac38148f0528,Paul Kelly,3.22,37%,2.61,59%,1.34,60%,30%,1.5
1521,1521,John,Kelly,,"5' 9""",170 lbs.,--,,5,4,0,http://ufcstats.com/fighter-details/ace83095105dd205,John Kelly,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1522,1522,Daniel,Kelly,,"6' 0""",185 lbs.,"70.0""",Southpaw,13,4,0,http://ufcstats.com/fighter-details/bdcbb976816fd256,Daniel Kelly,3.62,38%,4.64,61%,1.86,34%,78%,0.3
1523,1523,Tim,Kennedy,,"5' 11""",185 lbs.,"74.0""",Orthodox,18,6,0,http://ufcstats.com/fighter-details/3c660c90d48fc80d,Tim Kennedy,2.78,47%,1.84,62%,2.58,35%,70%,0.7
1524,1524,Steve,Kennedy,The Steamrolla,"5' 11""",170 lbs.,"71.0""",Orthodox,22,8,0,http://ufcstats.com/fighter-details/185fb0200a4605e6,Steve Kennedy,2.28,35%,5.52,45%,2.51,33%,0%,0.0
1525,1525,Jeremy,Kennedy,JBC,"5' 11""",145 lbs.,"71.0""",Orthodox,11,1,0,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,Jeremy Kennedy,2.22,46%,2.58,47%,5.73,52%,66%,0.0
1526,1526,Waylon,Kennell,,"6' 0""",185 lbs.,--,,4,2,0,http://ufcstats.com/fighter-details/9b8a73b59be8d786,Waylon Kennell,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1527,1527,Casey,Kenney,,"5' 7""",135 lbs.,"68.0""",Southpaw,13,1,1,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07,Casey Kenney,3.48,41%,2.95,52%,1.75,50%,54%,0.8
1528,1528,Aurelijus,Kerpe,,--,--,--,Orthodox,11,16,0,http://ufcstats.com/fighter-details/c1e4ae143cce7398,Aurelijus Kerpe,1.26,16%,8.21,31%,0.00,0%,0%,0.0
1529,1529,Mark,Kerr,The Smashing Machine,"6' 3""",266 lbs.,--,Switch,15,11,0,http://ufcstats.com/fighter-details/a7b48e18ca27795d,Mark Kerr,0.28,41%,0.89,28%,2.92,77%,0%,0.4
1530,1530,Will,Kerr,,"5' 10""",155 lbs.,"69.0""",Orthodox,9,3,0,http://ufcstats.com/fighter-details/ef61d9f5176b3200,Will Kerr,1.91,42%,6.22,33%,0.00,0%,0%,14.3
1531,1531,Ron,Keslar,,--,185 lbs.,--,,7,3,0,http://ufcstats.com/fighter-details/b84f34b425dfd24b,Ron Keslar,0.00,0%,2.05,60%,0.00,0%,100%,7.7
1532,1532,Rustam,Khabilov,Tiger,"5' 8""",155 lbs.,"73.0""",Orthodox,23,4,0,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,Rustam Khabilov,2.10,34%,2.20,66%,3.94,42%,61%,0.1
1533,1533,Adam,Khaliev,,"6' 0""",170 lbs.,--,Orthodox,6,0,0,http://ufcstats.com/fighter-details/1aba18b5f15d4956,Adam Khaliev,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1534,1534,Sergey,Khandozhko,Honda,"6' 1""",170 lbs.,"74.0""",Orthodox,27,5,1,http://ufcstats.com/fighter-details/90da09db03e41748,Sergey Khandozhko,4.00,40%,2.60,61%,1.00,16%,60%,0.0
1535,1535,Sergei,Kharitonov,,"6' 0""",245 lbs.,--,Orthodox,18,5,0,http://ufcstats.com/fighter-details/0693b2eab79198ea,Sergei Kharitonov,3.90,44%,3.03,54%,1.16,53%,70%,1.0
1536,1536,Alfred,Khashakyan,The Fearless,"5' 8""",135 lbs.,"70.0""",Orthodox,8,3,0,http://ufcstats.com/fighter-details/3929efe0c0a83d07,Alfred Khashakyan,6.14,42%,6.38,40%,3.54,25%,0%,0.0
1537,1537,Pannie,Kianzad,Banzai,"5' 7""",135 lbs.,"66.0""",,12,5,0,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,Pannie Kianzad,2.34,42%,3.29,57%,0.68,25%,100%,0.7
1538,1538,Akira,Kikuchi,,"5' 8""",155 lbs.,--,Orthodox,16,4,0,http://ufcstats.com/fighter-details/9c37681096c6f3a9,Akira Kikuchi,3.67,56%,0.40,14%,2.00,40%,100%,0.0
1539,1539,Katsunori,Kikuno,,"5' 8""",145 lbs.,"66.0""",Orthodox,23,8,2,http://ufcstats.com/fighter-details/44470bfd9483c7ad,Katsunori Kikuno,2.64,40%,2.47,61%,1.88,75%,76%,0.8
1540,1540,Sanae,Kikuta,,"5' 9""",200 lbs.,--,Orthodox,30,7,3,http://ufcstats.com/fighter-details/e4bde462b043d3e1,Sanae Kikuta,0.70,45%,0.90,52%,1.60,63%,25%,1.8
1541,1541,Jacob,Kilburn,The Killer,"5' 9""",145 lbs.,"71.0""",Orthodox,6,1,0,http://ufcstats.com/fighter-details/637bd06c32219f0b,Jacob Kilburn,1.33,57%,4.97,25%,0.00,0%,0%,0.0
1542,1542,Dong Hyun,Kim,Stun Gun,"6' 2""",170 lbs.,"76.0""",Southpaw,22,4,1,http://ufcstats.com/fighter-details/9bcf8603ceb25680,Dong Hyun Kim,2.12,49%,1.89,58%,2.93,43%,71%,0.6
1543,1543,Jin Oh,Kim,,"5' 9""",205 lbs.,--,Orthodox,0,3,0,http://ufcstats.com/fighter-details/8d04923f2db59b7f,Jin Oh Kim,5.06,25%,8.43,50%,0.00,0%,66%,0.0
1544,1544,Dae Won,Kim,,"5' 11""",180 lbs.,--,Orthodox,11,6,0,http://ufcstats.com/fighter-details/354808cf38d9d73c,Dae Won Kim,1.75,32%,2.51,36%,3.43,42%,0%,0.0
1545,1545,Jong Wang,Kim,,"6' 1""",240 lbs.,--,,11,21,0,http://ufcstats.com/fighter-details/380e8b023290d091,Jong Wang Kim,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1546,1546,Jong Won,Kim,,"5' 7""",139 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/9e0f28d1f639ad73,Jong Won Kim,0.84,15%,3.28,63%,2.81,100%,0%,0.0
1547,1547,Min Soo,Kim,,"6' 1""",255 lbs.,--,Southpaw,3,7,0,http://ufcstats.com/fighter-details/831b937811804dad,Min Soo Kim,0.87,100%,3.48,20%,0.00,0%,0%,0.0
1548,1548,Jong Man,Kim,Special Force,"5' 7""",139 lbs.,--,Orthodox,22,11,3,http://ufcstats.com/fighter-details/dba230fe33011201,Jong Man Kim,1.33,21%,3.00,60%,0.00,0%,0%,0.0
1549,1549,Ji Yeon,Kim,Firefist,"5' 7""",125 lbs.,"72.0""",Orthodox,8,2,2,http://ufcstats.com/fighter-details/a20f234df70f2182,Ji Yeon Kim,3.90,31%,4.78,57%,0.00,0%,33%,0.0
1550,1550,Jeremy,Kimball,Grizzly,"6' 0""",205 lbs.,"72.0""",Switch,15,8,0,http://ufcstats.com/fighter-details/917a5cb9821df261,Jeremy Kimball,2.81,46%,3.84,49%,1.41,20%,50%,0.0
1551,1551,Rob,Kimmons,The Rosedale Reaper,"5' 10""",185 lbs.,"73.0""",Orthodox,24,8,0,http://ufcstats.com/fighter-details/054defd5420a551f,Rob Kimmons,1.86,48%,4.79,38%,2.08,46%,25%,2.4
1552,1552,Dustin,Kimura,The Diamond,"5' 7""",135 lbs.,"71.0""",Orthodox,12,3,0,http://ufcstats.com/fighter-details/fe91d254db77a7fc,Dustin Kimura,1.33,21%,3.82,51%,0.93,37%,50%,2.2
1553,1553,Taiei,Kin,,"5' 11""",185 lbs.,--,Orthodox,4,3,0,http://ufcstats.com/fighter-details/c7ac79839e86ce33,Taiei Kin,2.71,60%,1.33,52%,0.00,0%,55%,0.0
1554,1554,Mike,King,,"6' 3""",185 lbs.,"75.0""",,5,1,0,http://ufcstats.com/fighter-details/564c2f5f9eb45d67,Mike King,4.44,58%,1.29,72%,1.75,25%,40%,3.5
1555,1555,Kyle,Kingsbury,Kingsbu,"6' 4""",205 lbs.,"76.0""",Orthodox,11,6,0,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,Kyle Kingsbury,2.97,40%,3.81,51%,2.64,41%,52%,0.0
1556,1556,Kamuela,Kirk,The Jawaiian,"5' 10""",145 lbs.,"75.0""",Switch,9,2,0,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,Kamuela Kirk,5.31,57%,12.25,21%,2.89,40%,100%,0.0
1557,1557,Yurij,Kiseliov,Playboy,"5' 8""",185 lbs.,--,Orthodox,5,3,0,http://ufcstats.com/fighter-details/51d2aaaca56e5b40,Yurij Kiseliov,4.88,87%,0.00,0%,0.00,0%,50%,0.0
1558,1558,Justine,Kish,,"5' 5""",125 lbs.,"64.0""",Orthodox,6,2,0,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,Justine Kish,4.32,50%,4.18,58%,1.00,30%,55%,0.2
1559,1559,Koji,Kitao,,"6' 7""",350 lbs.,--,Southpaw,1,2,0,http://ufcstats.com/fighter-details/2a6f8136da1e52c0,Koji Kitao,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1560,1560,Mitsuharu,Kitao,,"6' 7""",390 lbs.,--,,1,2,0,http://ufcstats.com/fighter-details/4d636c3aa1105950,Mitsuharu Kitao,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1561,1561,Satoru,Kitaoka,,"5' 6""",154 lbs.,--,,29,11,9,http://ufcstats.com/fighter-details/e2ac5bb645f33088,Satoru Kitaoka,0.68,33%,2.15,45%,0.62,10%,27%,2.1
1562,1562,Seth,Kleinbeck,Mass Destruction,"6' 2""",185 lbs.,--,,8,4,0,http://ufcstats.com/fighter-details/8ad022dd81224f61,Seth Kleinbeck,2.55,33%,2.42,40%,0.98,25%,90%,0.0
1563,1563,Stefan,Klever,,--,185 lbs.,--,Orthodox,6,1,0,http://ufcstats.com/fighter-details/bc3876891e155bb5,Stefan Klever,0.82,50%,3.84,58%,0.00,0%,0%,0.0
1564,1564,Drakkar,Klose,,"5' 9""",155 lbs.,"70.0""",Orthodox,11,1,1,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,Drakkar Klose,3.98,52%,3.74,54%,1.67,30%,68%,0.0
1565,1565,Michael,Knaap,Hammer,"6' 2""",220 lbs.,--,Orthodox,18,20,3,http://ufcstats.com/fighter-details/02f0e04acf102ea9,Michael Knaap,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1566,1566,Kevin,Knabjian,,"5' 10""",170 lbs.,--,Orthodox,10,6,1,http://ufcstats.com/fighter-details/1fac46d466abd5b8,Kevin Knabjian,0.00,0%,15.56,22%,0.00,0%,100%,0.0
1567,1567,Jason,Knight,The Kid,"5' 10""",145 lbs.,"71.0""",Orthodox,20,6,0,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,Jason Knight,2.95,33%,3.02,51%,1.31,31%,47%,1.7
1568,1568,William,Knight,Knightmare,"5' 10""",205 lbs.,--,Orthodox,4,0,0,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95,William Knight,6.66,76%,3.84,34%,4.12,57%,50%,0.0
1569,1569,Isao,Kobayashi,,"5' 8""",145 lbs.,--,,21,4,4,http://ufcstats.com/fighter-details/a02652d063ef5baa,Isao Kobayashi,1.01,33%,1.66,45%,2.17,100%,100%,0.0
1570,1570,Kelly,Kobold,Blood Red,"5' 6""",135 lbs.,--,Orthodox,17,3,1,http://ufcstats.com/fighter-details/c398235fcaf8d71d,Kelly Kobold,2.33,21%,4.11,59%,1.67,11%,0%,0.0
1571,1571,Erik,Koch,Phoenix,"5' 10""",170 lbs.,"71.0""",Southpaw,16,6,0,http://ufcstats.com/fighter-details/99bd87a300079ed9,Erik Koch,2.33,42%,2.82,47%,1.02,42%,81%,1.0
1572,1572,Sokun,Koh,,"6' 1""",205 lbs.,--,,4,1,0,http://ufcstats.com/fighter-details/6d8ef8706781c49e,Sokun Koh,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1573,1573,Shingo,Kohara,,"5' 6""",135 lbs.,--,,1,0,0,http://ufcstats.com/fighter-details/44c233770075cea1,Shingo Kohara,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1574,1574,Brad,Kohler,,"5' 9""",220 lbs.,--,Orthodox,11,14,0,http://ufcstats.com/fighter-details/13c4313ed0f744f3,Brad Kohler,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1575,1575,Charlie,Kohler,,"5' 9""",155 lbs.,--,Orthodox,8,4,1,http://ufcstats.com/fighter-details/5717efc6f271cd52,Charlie Kohler,0.81,33%,4.31,46%,0.00,0%,0%,4.0
1576,1576,Tsuyoshi,Kohsaka,TK,"5' 11""",225 lbs.,--,Orthodox,26,18,2,http://ufcstats.com/fighter-details/b76ed59283d3559c,Tsuyoshi Kohsaka,1.88,38%,4.41,54%,1.32,20%,33%,0.4
1577,1577,John,Kolosci,,"5' 11""",185 lbs.,--,Orthodox,15,8,0,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,John Kolosci,0.21,20%,0.85,50%,0.00,0%,0%,0.0
1578,1578,Yuki,Kondo,,"5' 11""",183 lbs.,--,Southpaw,53,26,8,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb,Yuki Kondo,1.14,42%,2.57,51%,0.76,41%,37%,0.5
1579,1579,Syuri,Kondo,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,3,0,http://ufcstats.com/fighter-details/a851c35f58199231,Syuri Kondo,5.40,44%,7.22,58%,0.00,0%,83%,0.3
1580,1580,Cheick,Kongo,,"6' 4""",240 lbs.,"82.0""",Orthodox,29,9,2,http://ufcstats.com/fighter-details/1eacf73d6a0055dc,Cheick Kongo,3.33,56%,1.28,54%,2.30,56%,52%,0.2
1581,1581,Andrei,Kopylov,,"6' 2""",265 lbs.,--,Orthodox,5,10,0,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d,Andrei Kopylov,0.33,66%,4.31,40%,0.00,0%,0%,0.0
1582,1582,Roman,Kopylov,,"6' 0""",185 lbs.,--,,8,0,0,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,Roman Kopylov,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1583,1583,Andrey,Koreshkov,Spartan,"6' 0""",170 lbs.,--,,19,2,0,http://ufcstats.com/fighter-details/aee885b8ca29ab4f,Andrey Koreshkov,2.84,39%,1.92,63%,4.80,53%,0%,0.0
1584,1584,Josh,Koscheck,,"5' 10""",170 lbs.,"73.0""",Orthodox,19,10,0,http://ufcstats.com/fighter-details/dd37fd509af89f15,Josh Koscheck,1.79,36%,2.27,63%,2.46,48%,64%,0.4
1585,1585,Naoyuki,Kotani,,"5' 8""",155 lbs.,"66.0""",Southpaw,33,13,7,http://ufcstats.com/fighter-details/bc8f6b42767e28df,Naoyuki Kotani,1.02,31%,2.89,50%,0.83,16%,46%,0.8
1586,1586,Ilya,Kotau,,--,170 lbs.,--,,1,2,0,http://ufcstats.com/fighter-details/a68d57ae177a5815,Ilya Kotau,3.94,40%,4.38,44%,6.57,100%,100%,6.6
1587,1587,Iouri,Kotchkine,,"6' 2""",235 lbs.,--,Orthodox,7,4,1,http://ufcstats.com/fighter-details/c6becb722706c7d8,Iouri Kotchkine,0.67,38%,4.92,15%,0.00,0%,25%,0.0
1588,1588,Matt,Kovacs,300,"6' 0""",244 lbs.,--,Orthodox,6,7,0,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf,Matt Kovacs,1.47,22%,4.87,44%,1.00,25%,0%,0.0
1589,1589,Marcus,Kowal,,--,135 lbs.,--,,3,1,1,http://ufcstats.com/fighter-details/ad0e42800a0d8977,Marcus Kowal,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1590,1590,Karolina,Kowalkiewicz,,"5' 3""",115 lbs.,"64.0""",Orthodox,13,5,0,http://ufcstats.com/fighter-details/d7c3816669784109,Karolina Kowalkiewicz,5.57,39%,5.58,57%,0.11,14%,83%,0.0
1591,1591,Steve,Kozola,,--,155 lbs.,--,,8,0,0,http://ufcstats.com/fighter-details/fc36e2352dccf2a4,Steve Kozola,3.90,39%,4.36,50%,2.34,100%,100%,0.0
1592,1592,Derrick,Krantz,D-Rock,"5' 10""",170 lbs.,"72.0""",Orthodox,24,12,0,http://ufcstats.com/fighter-details/714e1e0681ddb703,Derrick Krantz,2.07,37%,4.03,50%,3.18,50%,0%,0.8
1593,1593,James,Krause,The,"6' 2""",170 lbs.,"73.0""",Orthodox,25,8,0,http://ufcstats.com/fighter-details/8f6a18831a120817,James Krause,4.57,46%,4.15,61%,1.18,18%,46%,0.7
1594,1594,Pascal,Krauss,Panzer,"6' 1""",170 lbs.,"72.0""",Orthodox,11,2,0,http://ufcstats.com/fighter-details/a01e84abefd85ec0,Pascal Krauss,5.45,47%,3.88,59%,1.53,50%,60%,0.9
1595,1595,Rene,Kronvold,,"5' 8""",170 lbs.,--,Orthodox,5,1,0,http://ufcstats.com/fighter-details/db05271715bb4874,Rene Kronvold,0.82,100%,2.47,60%,0.00,0%,66%,4.1
1596,1596,Jorgen,Kruth,The Last Viking,"6' 2""",205 lbs.,--,,5,0,0,http://ufcstats.com/fighter-details/6071d786f6187810,Jorgen Kruth,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1597,1597,Nikita,Krylov,The Miner,"6' 3""",205 lbs.,"77.0""",Orthodox,26,6,0,http://ufcstats.com/fighter-details/1091d4d957141094,Nikita Krylov,5.32,59%,2.34,45%,0.80,33%,46%,2.1
1598,1598,Junya,Kudo,,--,135 lbs.,--,Orthodox,8,4,2,http://ufcstats.com/fighter-details/487c170da059857d,Junya Kudo,1.85,71%,4.44,33%,0.00,0%,0%,0.0
1599,1599,John,Kuhner,,--,170 lbs.,--,,1,2,0,http://ufcstats.com/fighter-details/a272656ad662ac53,John Kuhner,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1600,1600,Michael,Kuiper,,"6' 0""",185 lbs.,"73.0""",Orthodox,12,3,0,http://ufcstats.com/fighter-details/b7f38813485745da,Michael Kuiper,3.28,54%,3.62,54%,2.30,55%,79%,0.0
1601,1601,Anton,Kuivanen,,"5' 8""",155 lbs.,"72.0""",Orthodox,17,6,0,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,Anton Kuivanen,2.27,38%,1.63,67%,1.20,100%,71%,0.4
1602,1602,Maiju,Kujala,,--,135 lbs.,--,,6,3,0,http://ufcstats.com/fighter-details/4e77d070239699e2,Maiju Kujala,2.50,40%,5.50,36%,0.00,0%,50%,0.0
1603,1603,Aleksei,Kunchenko,,"5' 8""",170 lbs.,"70.0""",Orthodox,20,1,0,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,Aleksei Kunchenko,3.62,42%,2.40,65%,0.33,33%,86%,0.0
1604,1604,Keigo,Kunihara,,"6' 0""",235 lbs.,--,Orthodox,3,2,0,http://ufcstats.com/fighter-details/782a2a17d3e38fdf,Keigo Kunihara,0.17,10%,1.99,57%,4.97,40%,100%,2.5
1605,1605,Kiichi,Kunimoto,Strasser,"5' 10""",170 lbs.,"71.0""",Orthodox,18,7,2,http://ufcstats.com/fighter-details/71df36d6d8cf0d74,Kiichi Kunimoto,1.87,44%,3.92,41%,1.59,20%,28%,0.3
1606,1606,Yana,Kunitskaya,Foxy,"5' 6""",135 lbs.,"68.0""",Orthodox,12,4,0,http://ufcstats.com/fighter-details/3143bf892608139a,Yana Kunitskaya,5.24,50%,4.01,50%,3.14,53%,0%,0.5
1607,1607,Leo,Kuntz,The Lion,"5' 10""",155 lbs.,"74.0""",Orthodox,17,3,1,http://ufcstats.com/fighter-details/6905d45bd71b50a9,Leo Kuntz,1.68,32%,3.80,45%,1.99,25%,33%,0.7
1608,1608,Ramazan,Kuramagomedov,,"6' 0""",185 lbs.,--,Orthodox,5,0,0,http://ufcstats.com/fighter-details/b6a73e6f11a8835c,Ramazan Kuramagomedov,11.67,67%,9.13,54%,1.00,14%,0%,0.0
1609,1609,Tsuyoshi,Kurihara,,"5' 10""",185 lbs.,--,Orthodox,6,7,2,http://ufcstats.com/fighter-details/032b65d5fff611b2,Tsuyoshi Kurihara,0.00,0%,12.00,50%,0.00,0%,0%,0.0
1610,1610,Eldari,Kurtanidze,,"5' 6""",235 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/4c78fc005a53831d,Eldari Kurtanidze,0.47,20%,3.72,60%,0.00,0%,0%,0.0
1611,1611,Kyle,Kurtz,,--,170 lbs.,--,,7,5,0,http://ufcstats.com/fighter-details/b490def93478ae29,Kyle Kurtz,1.31,36%,2.95,52%,1.23,20%,0%,2.5
1612,1612,Lina,Kvokov,,"5' 9""",135 lbs.,--,Orthodox,0,3,0,http://ufcstats.com/fighter-details/843dd76c50cae0f6,Lina Kvokov,2.31,30%,12.12,19%,0.00,0%,0%,0.0
