,fight_card,fight_card_url,fighter1,fighter2,weight_class,winner,method,round
2089,UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,Valentina Shevchenko,Amanda Nunes,Women's Bantamweight,Amanda Nunes,U-DEC,3
2090,UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,Brandon Thatch,Siyar Bahadurzada,Welterweight,Siyar Bahadurzada,SUBArm Triangle,3
2091,UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,Erick Silva,Nordine Taleb,Welterweight,Nordine Taleb,KO/TKOPunch,2
2092,UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,Marcelo Guimaraes,Vitor Miranda,Middleweight,Vitor Miranda,KO/TKOKick,2
2093,UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,Chas Skelly,Darren Elkins,Featherweight,Darren Elkins,U-DEC,3
2094,UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,Jim Miller,Diego Sanchez,Lightweight,Diego Sanchez,U-DEC,3
2095,UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,Justin Salas,Jason Saggo,Lightweight,Jason Saggo,KO/TKOPunches,1
2096,UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,Julian Erosa,Teruto Ishihara,Featherweight,Teruto Ishihara,KO/TKOPunch,2
2097,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Anderson Silva,Michael Bisping,Middleweight,Michael Bisping,U-DEC,5
2098,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Thales Leites,Gegard Mousasi,Middleweight,Gegard Mousasi,U-DEC,3
2099,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Keita Nakamura,Tom Breese,Welterweight,Tom Breese,U-DEC,3
2100,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Francisco Rivera,Brad Pickett,Bantamweight,Brad Pickett,S-DEC,3
2101,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Makwan Amirkhani,Mike Wilkinson,Featherweight,Makwan Amirkhani,U-DEC,3
2102,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Davey Grant,Marlon Vera,Bantamweight,Davey Grant,U-DEC,3
2103,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Scott Askham,Chris Dempsey,Middleweight,Scott Askham,KO/TKOPunch,1
2104,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Arnold Allen,Yaotzin Meza,Featherweight,Arnold Allen,U-DEC,3
2105,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Krzysztof Jotko,Brad Scott,Middleweight,Krzysztof Jotko,U-DEC,3
2106,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Rustam Khabilov,Norman Parke,Lightweight,Rustam Khabilov,U-DEC,3
2107,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Daniel Omielanczuk,Jarjis Danho,Heavyweight,Daniel Omielanczuk,M-DEC,3
2108,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,Teemu Packalen,Thibault Gouti,Lightweight,Teemu Packalen,SUBRear Naked Choke,1
2109,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,David Teymur,Martin Svensson,Lightweight,David Teymur,KO/TKOPunch,2
2110,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Donald Cerrone,Alex Oliveira,Welterweight,Donald Cerrone,SUBTriangle Choke,1
2111,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Derek Brunson,Roan Carneiro,Middleweight,Derek Brunson,KO/TKOPunches,1
2112,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Cody Garbrandt,Augusto Mendes,Catch Weight,Cody Garbrandt,KO/TKOPunches,1
2113,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Dennis Bermudez,Tatsuya Kawajiri,Featherweight,Dennis Bermudez,U-DEC,3
2114,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Chris Camozzi,Joe Riggs,Middleweight,Chris Camozzi,KO/TKOKnees,1
2115,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,James Krause,Shane Campbell,Lightweight,James Krause,U-DEC,3
2116,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Sean Strickland,Alex Garcia,Welterweight,Sean Strickland,KO/TKOPunches,3
2117,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Oluwale Bamgbose,Daniel Sarafian,Middleweight,Oluwale Bamgbose,KO/TKOKick,1
2118,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Anthony Smith,Leonardo Guimaraes,Middleweight,Anthony Smith,U-DEC,3
2119,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Nathan Coy,Jonavin Webb,Welterweight,Nathan Coy,U-DEC,3
2120,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Ashlee Evans-Smith,Marion Reneau,Women's Bantamweight,Ashlee Evans-Smith,S-DEC,3
2121,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Lauren Murphy,Kelly Faszholz,Women's Bantamweight,Lauren Murphy,KO/TKOPunches,3
2122,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,Shamil Abdurakhimov,Anthony Hamilton,Heavyweight,Shamil Abdurakhimov,U-DEC,3
2123,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Stephen Thompson,Johny Hendricks,Welterweight,Stephen Thompson,KO/TKOPunch,1
2124,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Roy Nelson,Jared Rosholt,Heavyweight,Roy Nelson,U-DEC,3
2125,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Rafael Cavalcante,Ovince Saint Preux,Light Heavyweight,Ovince Saint Preux,U-DEC,3
2126,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Zach Makovsky,Joseph Benavidez,Flyweight,Joseph Benavidez,U-DEC,3
2127,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Alex Nicholson,Misha Cirkunov,Light Heavyweight,Misha Cirkunov,SUBNeck Crank,2
2128,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Sean Spencer,Mike Pyle,Welterweight,Mike Pyle,KO/TKOElbow,3
2129,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,KJ Noons,Joshua Burkman,Lightweight,Joshua Burkman,U-DEC,3
2130,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Damian Grabowski,Derrick Lewis,Heavyweight,Derrick Lewis,KO/TKOPunch,1
2131,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Ray Borg,Justin Scoggins,Flyweight,Justin Scoggins,U-DEC,3
2132,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Noad Lahat,Diego Rivas,Featherweight,Diego Rivas,KO/TKOFlying Knee,2
2133,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Mike Jackson,Mickey Gall,Welterweight,Mickey Gall,SUBRear Naked Choke,1
2134,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,Artem Lobov,Alex White,Featherweight,Alex White,U-DEC,3
2135,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Ryan Bader,Anthony Johnson,Light Heavyweight,Anthony Johnson,KO/TKOPunches,1
2136,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Josh Barnett,Ben Rothwell,Heavyweight,Ben Rothwell,SUBGuillotine Choke,2
2137,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Iuri Alcantara,Jimmie Rivera,Bantamweight,Jimmie Rivera,U-DEC,3
2138,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Sage Northcutt,Bryan Barberena,Welterweight,Bryan Barberena,SUBArm Triangle,2
2139,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Jake Ellenberger,Tarec Saffiedine,Welterweight,Tarec Saffiedine,U-DEC,3
2140,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Olivier Aubin-Mercier,Diego Ferreira,Lightweight,Diego Ferreira,U-DEC,3
2141,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Kevin Casey,Rafael Natal,Middleweight,Rafael Natal,KO/TKOPunches,3
2142,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Dustin Ortiz,Wilson Reis,Flyweight,Wilson Reis,U-DEC,3
2143,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,George Sullivan,Alexander Yakovlev,Welterweight,Alexander Yakovlev,KO/TKOPunches,1
2144,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Masio Fullen,Alex Caceres,Featherweight,Alex Caceres,U-DEC,3
2145,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Matt Dwyer,Randy Brown,Welterweight,Randy Brown,U-DEC,3
2146,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Levan Makashvili,Damon Jackson,Featherweight,Damon Jackson,M-DEC,3
2147,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,Felipe Olivieri,Anthony Rocco Martin,Lightweight,Anthony Rocco Martin,SUBRear Naked Choke,3
2148,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,TJ Dillashaw,Dominick Cruz,Bantamweight,Dominick Cruz,S-DEC,5
2149,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Anthony Pettis,Eddie Alvarez,Lightweight,Eddie Alvarez,S-DEC,3
2150,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Matt Mitrione,Travis Browne,Heavyweight,Travis Browne,KO/TKOPunches,3
2151,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Francisco Trinaldo,Ross Pearson,Lightweight,Francisco Trinaldo,U-DEC,3
2152,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Patrick Cote,Ben Saunders,Welterweight,Patrick Cote,KO/TKOPunches,2
2153,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Ed Herman,Tim Boetsch,Light Heavyweight,Ed Herman,KO/TKOKnee,2
2154,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Chris Wade,Mehdi Baghdad,Lightweight,Chris Wade,SUBRear Naked Choke,1
2155,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Luke Sanders,Maximo Blanco,Featherweight,Luke Sanders,SUBRear Naked Choke,1
2156,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Paul Felder,Daron Cruickshank,Lightweight,Paul Felder,SUBRear Naked Choke,3
2157,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Ilir Latifi,Sean O'Connell,Light Heavyweight,Ilir Latifi,KO/TKOPunch,1
2158,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Charles Rosa,Kyle Bochniak,Featherweight,Charles Rosa,U-DEC,3
2159,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Rob Font,Joey Gomez,Bantamweight,Rob Font,KO/TKOPunches,2
2160,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,Francimar Barroso,Elvis Mutapcic,Light Heavyweight,Francimar Barroso,U-DEC,3
2161,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Robbie Lawler,Carlos Condit,Welterweight,Robbie Lawler,S-DEC,5
2162,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Stipe Miocic,Andrei Arlovski,Heavyweight,Stipe Miocic,KO/TKOPunch,1
2163,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Albert Tumenov,Lorenz Larkin,Welterweight,Albert Tumenov,S-DEC,3
2164,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Brian Ortega,Diego Brandao,Featherweight,Brian Ortega,SUBTriangle Choke,3
2165,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Abel Trujillo,Tony Sims,Lightweight,Abel Trujillo,SUBGuillotine Choke,1
2166,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Michael McDonald,Masanori Kanehara,Bantamweight,Michael McDonald,SUBRear Naked Choke,2
2167,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Alex Morono,Kyle Noke,Welterweight,Alex Morono,S-DEC,3
2168,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Justine Kish,Nina Ansaroff,Women's Strawweight,Justine Kish,U-DEC,3
2169,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Drew Dober,Scott Holtzman,Lightweight,Drew Dober,U-DEC,3
2170,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Dustin Poirier,Joe Duffy,Lightweight,Dustin Poirier,U-DEC,3
2171,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Michinori Tanaka,Joe Soto,Bantamweight,Michinori Tanaka,S-DEC,3
2172,UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,Sheldon Westcott,Edgar Garcia,Welterweight,Sheldon Westcott,KO/TKOPunches,1
2173,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Rafael Dos Anjos,Donald Cerrone,Lightweight,Rafael Dos Anjos,KO/TKOPunches,1
2174,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Alistair Overeem,Junior Dos Santos,Heavyweight,Alistair Overeem,KO/TKOPunches,2
2175,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Michael Johnson,Nate Diaz,Lightweight,Nate Diaz,U-DEC,3
2176,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Randa Markos,Karolina Kowalkiewicz,Women's Strawweight,Karolina Kowalkiewicz,U-DEC,3
2177,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Myles Jury,Charles Oliveira,Featherweight,Charles Oliveira,SUBGuillotine Choke,1
2178,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,CB Dollaway,Nate Marquardt,Middleweight,Nate Marquardt,KO/TKOPunch,2
2179,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Sarah Kaufman,Valentina Shevchenko,Women's Bantamweight,Valentina Shevchenko,S-DEC,3
2180,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Josh Samman,Tamdan McCrory,Middleweight,Tamdan McCrory,SUBTriangle Choke,3
2181,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Danny Castillo,Nik Lentz,Lightweight,Nik Lentz,S-DEC,3
2182,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Jim Alers,Cole Miller,Featherweight,Cole Miller,CNC,2
2183,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Leon Edwards,Kamaru Usman,Welterweight,Kamaru Usman,U-DEC,3
2184,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Hayder Hassan,Vicente Luque,Welterweight,Vicente Luque,SUBAnaconda Choke,1
2185,UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,Luis Henrique,Francis Ngannou,Heavyweight,Francis Ngannou,KO/TKOPunch,2
2186,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Jose Aldo,Conor McGregor,Featherweight,Conor McGregor,KO/TKOPunch,1
2187,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Chris Weidman,Luke Rockhold,Middleweight,Luke Rockhold,KO/TKOPunches,4
2188,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Jacare Souza,Yoel Romero,Middleweight,Yoel Romero,S-DEC,3
2189,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Gunnar Nelson,Demian Maia,Welterweight,Demian Maia,U-DEC,3
2190,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Jeremy Stephens,Max Holloway,Featherweight,Max Holloway,U-DEC,3
2191,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Frankie Saenz,Urijah Faber,Bantamweight,Urijah Faber,U-DEC,3
2192,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Jocelyn Jones-Lybarger,Tecia Torres,Women's Strawweight,Tecia Torres,U-DEC,3
2193,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Colby Covington,Warlley Alves,Welterweight,Warlley Alves,SUBGuillotine Choke,1
2194,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Kevin Lee,Leonardo Santos,Lightweight,Leonardo Santos,KO/TKOPunches,1
2195,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Joe Proctor,Magomed Mustafaev,Lightweight,Magomed Mustafaev,KO/TKOKnee,1
2196,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,John Makdessi,Yancy Medeiros,Lightweight,Yancy Medeiros,S-DEC,3
2197,UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,Marcio Alexandre Junior,Court McGee,Welterweight,Court McGee,U-DEC,3
2198,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Chad Mendes,Frankie Edgar,Featherweight,Frankie Edgar,KO/TKOPunch,1
2199,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Artem Lobov,Ryan Hall,Lightweight,Ryan Hall,U-DEC,3
2200,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Edson Barboza,Tony Ferguson,Lightweight,Tony Ferguson,SUBD'Arce Choke,2
2201,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Evan Dunham,Joe Lauzon,Lightweight,Evan Dunham,U-DEC,3
2202,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Tatsuya Kawajiri,Jason Knight,Featherweight,Tatsuya Kawajiri,U-DEC,3
2203,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Julian Erosa,Marcin Wrzosek,Lightweight,Julian Erosa,S-DEC,3
2204,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Gabriel Gonzaga,Konstantin Erokhin,Heavyweight,Gabriel Gonzaga,U-DEC,3
2205,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Ryan LaFlare,Mike Pierce,Welterweight,Ryan LaFlare,U-DEC,3
2206,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Geane Herrera,Joby Sanchez,Flyweight,Geane Herrera,KO/TKOPunch,2
2207,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,Chris Gruetzemacher,Abner Lloveras,Lightweight,Chris Gruetzemacher,U-DEC,3
2208,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Rose Namajunas,Paige VanZant,Women's Strawweight,Rose Namajunas,SUBRear Naked Choke,5
2209,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Michael Chiesa,Jim Miller,Lightweight,Michael Chiesa,SUBRear Naked Choke,2
2210,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Sage Northcutt,Cody Pfister,Lightweight,Sage Northcutt,SUBGuillotine Choke,2
2211,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Thiago Santos,Elias Theodorou,Middleweight,Thiago Santos,U-DEC,3
2212,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Tim Means,John Howard,Welterweight,Tim Means,KO/TKOPunch,2
2213,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Sergio Moraes,Omari Akhmedov,Welterweight,Sergio Moraes,KO/TKOPunches,3
2214,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Antonio Carlos Junior,Kevin Casey,Middleweight,Antonio Carlos Junior,CNC,1
2215,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Aljamain Sterling,Johnny Eduardo,Bantamweight,Aljamain Sterling,SUBGuillotine Choke,2
2216,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Santiago Ponzinibbio,Andreas Stahl,Welterweight,Santiago Ponzinibbio,KO/TKOPunch,1
2217,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Danny Roberts,Nathan Coy,Welterweight,Danny Roberts,SUBTriangle Choke,1
2218,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Zubaira Tukhugov,Phillipe Nover,Featherweight,Zubaira Tukhugov,S-DEC,3
2219,UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,Kailin Curran,Emily Kagan,Women's Strawweight,Kailin Curran,SUBRear Naked Choke,2
2220,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Benson Henderson,Jorge Masvidal,Welterweight,Benson Henderson,S-DEC,5
2221,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Dong Hyun Kim,Dominic Waters,Welterweight,Dong Hyun Kim,KO/TKOPunches,1
2222,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Alberto Mina,Yoshihiro Akiyama,Welterweight,Alberto Mina,S-DEC,3
2223,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Dooho Choi,Sam Sicilia,Featherweight,Dooho Choi,KO/TKOPunch,1
2224,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Dongi Yang,Jake Collier,Middleweight,Dongi Yang,KO/TKOPunches,2
2225,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Yui Chul Nam,Mike de la Torre,Featherweight,Mike de la Torre,S-DEC,3
2226,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Leo Kuntz,Tae Hyun Bang,Lightweight,Tae Hyun Bang,S-DEC,3
2227,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Cortney Casey,Seo Hee Ham,Women's Strawweight,Seo Hee Ham,U-DEC,3
2228,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Yao Zhikui,Fredy Serrano,Flyweight,Fredy Serrano,KO/TKO,1
2229,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Guangyou Ning,Marco Beltran,Bantamweight,Marco Beltran,S-DEC,3
2230,UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,Dong Hyun Ma,Dominique Steele,Welterweight,Dominique Steele,KO/TKOSlam,3
2231,UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,Kelvin Gastelum,Neil Magny,Welterweight,Neil Magny,S-DEC,5
2232,UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,Diego Sanchez,Ricardo Lamas,Featherweight,Ricardo Lamas,U-DEC,3
2233,UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,Jussier Formiga,Henry Cejudo,Flyweight,Henry Cejudo,S-DEC,3
2234,UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,Enrique Marin,Erick Montano,Welterweight,Erick Montano,S-DEC,3
2235,UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,Horacio Gutierrez,Enrique Barzola,Lightweight,Enrique Barzola,U-DEC,3
2236,UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,Efrain Escudero,Leandro Silva,Lightweight,Leandro Silva,U-DEC,3
2237,UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,Taylor Lapilus,Erik Perez,Bantamweight,Erik Perez,U-DEC,3
2238,UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,Hector Urbina,Bartosz Fabinski,Welterweight,Bartosz Fabinski,U-DEC,3
