,fight_card,fight_card_url,fighter1,fighter2,weight_class,winner,method,round
0,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Robert Whittaker,Darren Till,Middleweight,Robert Whittaker,U-DEC,5
1,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Mauricio Rua,Rogerio Nogueira,Light Heavyweight,Mauricio Rua,S-DEC,3
2,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Fabricio Werdum,Alexander Gustafsson,Heavyweight,Fabricio Werdum,SUBArmbar,1
3,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Carla Esparza,Marina Rodriguez,Women's Strawweight,Carla Esparza,S-DEC,3
4,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Paul Craig,Gadzhimurad Antigulov,Light Heavyweight,Paul Craig,SUBTriangle Choke,1
5,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Alex Oliveira,Peter Sobotta,Welterweight,Alex Oliveira,U-DEC,3
6,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Khamzat Chimaev,Rhys McKee,Welterweight,Khamzat Chimaev,KO/TKOPunches,1
7,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Francisco Trinaldo,Jai Herbert,Lightweight,Francisco Trinaldo,KO/TKOPunch,3
8,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Jesse Ronson,Nicolas Dalby,Welterweight,Jesse Ronson,SUBRear Naked Choke,1
9,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Tom Aspinall,Jake Collier,Heavyweight,Tom Aspinall,KO/TKOPunches,1
10,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Movsar Evloev,Mike Grundy,Featherweight,Movsar Evloev,U-DEC,3
11,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Tanner Boser,Raphael Pessoa,Heavyweight,Tanner Boser,KO/TKOPunch,2
12,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Pannie Kianzad,Bethe Correia,Women's Bantamweight,Pannie Kianzad,U-DEC,3
13,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Ramazan Emeev,Niklas Stolze,Welterweight,Ramazan Emeev,U-DEC,3
14,UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,Nathaniel Wood,John Castaneda,Bantamweight,Nathaniel Wood,U-DEC,3
15,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Deiveson Figueiredo,Joseph Benavidez,Flyweight,Deiveson Figueiredo,SUBRear Naked Choke,1
16,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Jack Hermansson,Kelvin Gastelum,Middleweight,Jack Hermansson,SUBHeel Hook,1
17,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Rafael Fiziev,Marc Diakiese,Lightweight,Rafael Fiziev,U-DEC,3
18,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Ariane Lipski,Luana Carolina,Women's Flyweight,Ariane Lipski,SUBKneebar,1
19,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Askar Askarov,Alexandre Pantoja,Flyweight,Askar Askarov,U-DEC,3
20,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Roman Dolidze,Khadis Ibragimov,Light Heavyweight,Roman Dolidze,KO/TKOKick,1
21,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Grant Dawson,Nad Narimani,Catch Weight,Grant Dawson,U-DEC,3
22,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Joel Alvarez,Joe Duffy,Lightweight,Joel Alvarez,SUBGuillotine Choke,1
23,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Brett Johns,Montel Jackson,Bantamweight,Brett Johns,U-DEC,3
24,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Amir Albazi,Malcolm Gordon,Bantamweight,Amir Albazi,SUBTriangle Choke,1
25,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Davi Ramos,Arman Tsarukyan,Lightweight,Arman Tsarukyan,U-DEC,3
26,UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,Carlos Felipe,Serghei Spivac,Heavyweight,Serghei Spivac,M-DEC,3
27,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Dan Ige,Calvin Kattar,Featherweight,Calvin Kattar,U-DEC,5
28,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Ryan Benoit,Tim Elliott,Flyweight,Tim Elliott,U-DEC,3
29,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Cody Stamann,Jimmie Rivera,Featherweight,Jimmie Rivera,U-DEC,3
30,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Molly McCann,Taila Santos,Women's Flyweight,Taila Santos,U-DEC,3
31,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Abdul Razak Alhassan,Mounir Lazzez,Welterweight,Mounir Lazzez,U-DEC,3
32,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,John Phillips,Khamzat Chimaev,Middleweight,Khamzat Chimaev,SUBD'Arce Choke,2
33,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Ricardo Ramos,Lerone Murphy,Featherweight,Lerone Murphy,KO/TKOPunches,1
34,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Andreas Michailidis,Modestas Bukauskas,Light Heavyweight,Modestas Bukauskas,KO/TKO,1
35,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Chris Fishgold,Jared Gordon,Featherweight,Jared Gordon,U-DEC,3
36,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Diana Belbita,Liana Jojua,Women's Flyweight,Liana Jojua,SUBArmbar,1
37,UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,Aaron Phillips,Jack Shore,Bantamweight,Jack Shore,SUBRear Naked Choke,2
38,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Jorge Masvidal,Kamaru Usman,Welterweight,Kamaru Usman,U-DEC,5
39,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Max Holloway,Alexander Volkanovski,Featherweight,Alexander Volkanovski,S-DEC,5
40,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Jose Aldo,Petr Yan,Bantamweight,Petr Yan,KO/TKOPunches,5
41,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Jessica Andrade,Rose Namajunas,Women's Strawweight,Rose Namajunas,S-DEC,3
42,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Paige VanZant,Amanda Ribas,Women's Flyweight,Amanda Ribas,SUBArmbar,1
43,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Volkan Oezdemir,Jiri Prochazka,Light Heavyweight,Jiri Prochazka,KO/TKOPunch,2
44,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Elizeu Zaleski dos Santos,Muslim Salikhov,Welterweight,Muslim Salikhov,S-DEC,3
45,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Danny Henry,Makwan Amirkhani,Featherweight,Makwan Amirkhani,SUBAnaconda Choke,1
46,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Roman Bogatov,Leonardo Santos,Lightweight,Leonardo Santos,U-DEC,3
47,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Maxim Grishin,Marcin Tybura,Heavyweight,Marcin Tybura,U-DEC,3
48,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Zhalgas Zhumagulov,Raulian Paiva,Flyweight,Raulian Paiva,U-DEC,3
49,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Vanessa Melo,Karol Rosa,Women's Bantamweight,Karol Rosa,U-DEC,3
50,UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,Martin Day,Davey Grant,Bantamweight,Davey Grant,KO/TKOPunch,3
51,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Dustin Poirier,Dan Hooker,Lightweight,Dustin Poirier,U-DEC,5
52,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Mike Perry,Mickey Gall,Welterweight,Mike Perry,U-DEC,3
53,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Maurice Greene,Gian Villante,Heavyweight,Maurice Greene,SUBArm Triangle,3
54,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Brendan Allen,Kyle Daukaus,Middleweight,Brendan Allen,U-DEC,3
55,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Takashi Sato,Jason Witt,Welterweight,Takashi Sato,KO/TKOPunches,1
56,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Julian Erosa,Sean Woodson,Catch Weight,Julian Erosa,SUBD'Arce Choke,3
57,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Khama Worthy,Luis Pena,Lightweight,Khama Worthy,SUBGuillotine Choke,3
58,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Tanner Boser,Philipe Lins,Heavyweight,Tanner Boser,KO/TKOPunches,1
59,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Kay Hansen,Jinh Yu Frey,Women's Strawweight,Kay Hansen,SUBArmbar,3
60,UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,Youssef Zalal,Jordan Griffin,Featherweight,Youssef Zalal,U-DEC,3
61,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Curtis Blaydes,Alexander Volkov,Heavyweight,Curtis Blaydes,U-DEC,5
62,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Josh Emmett,Shane Burgos,Featherweight,Josh Emmett,U-DEC,3
63,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Raquel Pennington,Marion Reneau,Women's Bantamweight,Raquel Pennington,U-DEC,3
64,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Belal Muhammad,Lyman Good,Welterweight,Belal Muhammad,U-DEC,3
65,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Jim Miller,Roosevelt Roberts,Catch Weight,Jim Miller,SUBArmbar,1
66,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Bobby Green,Clay Guida,Lightweight,Bobby Green,U-DEC,3
67,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Tecia Torres,Brianna Van Buren,Women's Strawweight,Tecia Torres,U-DEC,3
68,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Marc-Andre Barriault,Oskar Piechota,Middleweight,Marc-Andre Barriault,KO/TKOPunches,2
69,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Gillian Robertson,Cortney Casey,Women's Flyweight,Gillian Robertson,SUBRear Naked Choke,3
70,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Justin Jaynes,Frank Camacho,Lightweight,Justin Jaynes,KO/TKOPunches,1
71,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Lauren Murphy,Roxanne Modafferi,Women's Flyweight,Lauren Murphy,U-DEC,3
72,UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,Austin Hubbard,Max Rohskopf,Lightweight,Austin Hubbard,KO/TKO,2
73,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Cynthia Calvillo,Jessica Eye,Women's Flyweight,Cynthia Calvillo,U-DEC,5
74,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Marvin Vettori,Karl Roberson,Middleweight,Marvin Vettori,SUBRear Naked Choke,1
75,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Kevin Aguilar,Charles Rosa,Lightweight,Charles Rosa,S-DEC,3
76,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Charles Jourdain,Andre Fili,Featherweight,Andre Fili,S-DEC,3
77,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Mark De La Rosa,Jordan Espinosa,Bantamweight,Jordan Espinosa,U-DEC,3
78,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Hannah Cifers,Mariya Agapova,Women's Flyweight,Mariya Agapova,SUBRear Naked Choke,1
79,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Gustavo Lopez,Merab Dvalishvili,Catch Weight,Merab Dvalishvili,U-DEC,3
80,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Gina Mazany,Julia Avila,Women's Bantamweight,Julia Avila,KO/TKOPunches,1
81,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Zarrukh Adashev,Tyson Nam,Bantamweight,Tyson Nam,KO/TKOPunch,1
82,UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,Anthony Ivy,Christian Aguilera,Welterweight,Christian Aguilera,KO/TKOPunches,1
83,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Felicia Spencer,Amanda Nunes,Women's Featherweight,Amanda Nunes,U-DEC,5
84,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Raphael Assuncao,Cody Garbrandt,Bantamweight,Cody Garbrandt,KO/TKOPunch,2
85,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Cory Sandhagen,Aljamain Sterling,Bantamweight,Aljamain Sterling,SUBRear Naked Choke,1
86,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Anthony Rocco Martin,Neil Magny,Welterweight,Neil Magny,U-DEC,3
87,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Eddie Wineland,Sean O'Malley,Bantamweight,Sean O'Malley,KO/TKOPunch,1
88,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Chase Hooper,Alex Caceres,Featherweight,Alex Caceres,U-DEC,3
89,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Gerald Meerschaert,Ian Heinisch,Middleweight,Ian Heinisch,KO/TKOPunch,1
90,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Brian Kelleher,Cody Stamann,Featherweight,Cody Stamann,U-DEC,3
91,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Charles Byrd,Maki Pitolo,Middleweight,Maki Pitolo,KO/TKOPunches,2
92,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Jussier Formiga,Alex Perez,Flyweight,Alex Perez,KO/TKOKick,1
93,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Alonzo Menifield,Devin Clark,Light Heavyweight,Devin Clark,U-DEC,3
94,UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,Evan Dunham,Herbert Burns,Catch Weight,Herbert Burns,SUBRear Naked Choke,1
95,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Tyron Woodley,Gilbert Burns,Welterweight,Gilbert Burns,U-DEC,5
96,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Blagoy Ivanov,Augusto Sakai,Heavyweight,Augusto Sakai,S-DEC,3
97,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Spike Carlyle,Billy Quarantillo,Catch Weight,Billy Quarantillo,U-DEC,3
98,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Brok Weaver,Roosevelt Roberts,Lightweight,Roosevelt Roberts,SUBRear Naked Choke,2
99,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Hannah Cifers,Mackenzie Dern,Women's Strawweight,Mackenzie Dern,SUBKneebar,1
100,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Antonina Shevchenko,Katlyn Chookagian,Women's Flyweight,Katlyn Chookagian,U-DEC,3
101,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Daniel Rodriguez,Gabe Green,Welterweight,Daniel Rodriguez,U-DEC,3
102,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Jamahal Hill,Klidson Abreu,Light Heavyweight,Jamahal Hill,KO/TKOKnee,1
103,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Brandon Royval,Tim Elliott,Flyweight,Brandon Royval,SUBArm Triangle,2
104,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Casey Kenney,Louis Smolka,Bantamweight,Casey Kenney,SUBGuillotine Choke,1
105,UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,Chris Gutierrez,Vince Morales,Featherweight,Chris Gutierrez,KO/TKOKick,2
106,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Alistair Overeem,Walt Harris,Heavyweight,Alistair Overeem,KO/TKOPunches,2
107,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Claudia Gadelha,Angela Hill,Women's Strawweight,Claudia Gadelha,S-DEC,3
108,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Dan Ige,Edson Barboza,Featherweight,Dan Ige,S-DEC,3
109,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Krzysztof Jotko,Eryk Anders,Middleweight,Krzysztof Jotko,U-DEC,3
110,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Song Yadong,Marlon Vera,Featherweight,Song Yadong,U-DEC,3
111,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Miguel Baeza,Matt Brown,Welterweight,Miguel Baeza,KO/TKOPunch,2
112,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Kevin Holland,Anthony Hernandez,Middleweight,Kevin Holland,KO/TKOKnees,1
113,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Giga Chikadze,Irwin Rivera,Featherweight,Giga Chikadze,U-DEC,3
114,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Nate Landwehr,Darren Elkins,Featherweight,Nate Landwehr,U-DEC,3
115,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Cortney Casey,Mara Romero Borella,Women's Flyweight,Cortney Casey,SUBArmbar,1
116,UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,Rodrigo Nascimento,Don'Tale Mayes,Heavyweight,Rodrigo Nascimento,SUBRear Naked Choke,2
117,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Glover Teixeira,Anthony Smith,Light Heavyweight,Glover Teixeira,KO/TKOPunches,5
118,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Ben Rothwell,Ovince Saint Preux,Heavyweight,Ben Rothwell,S-DEC,3
119,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Drew Dober,Alexander Hernandez,Lightweight,Drew Dober,KO/TKOPunches,2
120,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Ricky Simon,Ray Borg,Bantamweight,Ricky Simon,S-DEC,3
121,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Andrei Arlovski,Philipe Lins,Heavyweight,Andrei Arlovski,U-DEC,3
122,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Thiago Moises,Michael Johnson,Lightweight,Thiago Moises,SUBAnkle Lock,2
123,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Sijara Eubanks,Sarah Moras,Women's Bantamweight,Sijara Eubanks,U-DEC,3
124,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Omar Morales,Gabriel Benitez,Lightweight,Omar Morales,U-DEC,3
125,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Hunter Azure,Brian Kelleher,Featherweight,Brian Kelleher,KO/TKOPunch,2
126,UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,Ike Villanueva,Chase Sherman,Heavyweight,Chase Sherman,KO/TKOElbow,2
127,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Tony Ferguson,Justin Gaethje,Lightweight,Justin Gaethje,KO/TKOPunch,5
128,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Dominick Cruz,Henry Cejudo,Bantamweight,Henry Cejudo,KO/TKOKnee,2
129,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Jairzinho Rozenstruik,Francis Ngannou,Heavyweight,Francis Ngannou,KO/TKOPunch,1
130,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Jeremy Stephens,Calvin Kattar,Featherweight,Calvin Kattar,KO/TKOElbow,2
131,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Yorgan De Castro,Greg Hardy,Heavyweight,Greg Hardy,U-DEC,3
132,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Donald Cerrone,Anthony Pettis,Welterweight,Anthony Pettis,U-DEC,3
133,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Fabricio Werdum,Aleksei Oleinik,Heavyweight,Aleksei Oleinik,S-DEC,3
134,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Michelle Waterson,Carla Esparza,Women's Strawweight,Carla Esparza,S-DEC,3
135,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Niko Price,Vicente Luque,Welterweight,Vicente Luque,KO/TKOPunches,3
136,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Charles Rosa,Bryce Mitchell,Featherweight,Bryce Mitchell,U-DEC,3
137,UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,Sam Alvey,Ryan Spann,Light Heavyweight,Ryan Spann,S-DEC,3
138,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Kevin Lee,Charles Oliveira,Lightweight,Charles Oliveira,SUBGuillotine Choke,3
139,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Demian Maia,Gilbert Burns,Welterweight,Gilbert Burns,KO/TKOPunch,1
140,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Damir Hadzovic,Renato Moicano,Lightweight,Renato Moicano,SUBRear Naked Choke,1
141,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Johnny Walker,Nikita Krylov,Light Heavyweight,Nikita Krylov,U-DEC,3
142,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,John Makdessi,Francisco Trinaldo,Lightweight,Francisco Trinaldo,U-DEC,3
143,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Jussier Formiga,Brandon Moreno,Flyweight,Brandon Moreno,U-DEC,3
144,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Randa Markos,Amanda Ribas,Women's Strawweight,Amanda Ribas,U-DEC,3
145,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Aleksei Kunchenko,Elizeu Zaleski dos Santos,Welterweight,Elizeu Zaleski dos Santos,U-DEC,3
146,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Enrique Barzola,Rani Yahya,Bantamweight,Rani Yahya,M-DEC,3
147,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Mayra Bueno Silva,Maryna Moroz,Women's Flyweight,Maryna Moroz,U-DEC,3
148,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Bruno Silva,David Dvorak,Flyweight,David Dvorak,U-DEC,3
149,UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,Veronica Macedo,Bea Malecki,Women's Bantamweight,Bea Malecki,U-DEC,3
150,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Yoel Romero,Israel Adesanya,Middleweight,Israel Adesanya,U-DEC,5
