,first_name,last_name,nick_name,height,weight,reach,stance,wins,losses,draws,fighter_url
1604,Maiju,Kujala,,--,135 lbs.,--,,6,3,0,http://ufcstats.com/fighter-details/4e77d070239699e2
1605,Aleksei,Kunchenko,,"5' 8""",170 lbs.,"70.0""",Orthodox,20,1,0,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7
1606,Keigo,Kunihara,,"6' 0""",235 lbs.,--,Orthodox,3,2,0,http://ufcstats.com/fighter-details/782a2a17d3e38fdf
1607,Kiichi,Kunimoto,Strasser,"5' 10""",170 lbs.,"71.0""",Orthodox,18,7,2,http://ufcstats.com/fighter-details/71df36d6d8cf0d74
1608,Yana,Kunitskaya,Foxy,"5' 6""",135 lbs.,"68.0""",Orthodox,12,4,0,http://ufcstats.com/fighter-details/3143bf892608139a
1609,Leo,Kuntz,The Lion,"5' 10""",155 lbs.,"74.0""",Orthodox,17,3,1,http://ufcstats.com/fighter-details/6905d45bd71b50a9
1610,Ramazan,Kuramagomedov,,"6' 0""",185 lbs.,--,Orthodox,5,0,0,http://ufcstats.com/fighter-details/b6a73e6f11a8835c
1611,Tsuyoshi,Kurihara,,"5' 10""",185 lbs.,--,Orthodox,6,7,2,http://ufcstats.com/fighter-details/032b65d5fff611b2
1612,Eldari,Kurtanidze,,"5' 6""",235 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/4c78fc005a53831d
1613,Kyle,Kurtz,,--,170 lbs.,--,,7,5,0,http://ufcstats.com/fighter-details/b490def93478ae29
1614,Lina,Kvokov,,"5' 9""",135 lbs.,--,Orthodox,0,3,0,http://ufcstats.com/fighter-details/843dd76c50cae0f6
1615,Kaleo,Kwan,Leo Boy,"5' 7""",155 lbs.,--,,10,13,0,http://ufcstats.com/fighter-details/2545c7f47a65bca3
1616,Jarrod,Kwitty,,"5' 8""",185 lbs.,--,,2,2,0,http://ufcstats.com/fighter-details/849d15ed7e3a0e97
1617,Mike,Kyle,MAK,"6' 4""",205 lbs.,"77.0""",Orthodox,19,9,1,http://ufcstats.com/fighter-details/56b8b24f65f9f057
1618,Achmed,Labasanov,,"6' 3""",215 lbs.,--,Orthodox,8,5,0,http://ufcstats.com/fighter-details/b3fb8d2293e17a59
1619,Josh,LaBerge,,"5' 10""",145 lbs.,--,,8,5,0,http://ufcstats.com/fighter-details/5108b169b5fe1f86
1620,Jeremiah,Labiano,The Kid,"5' 10""",135 lbs.,--,,11,5,0,http://ufcstats.com/fighter-details/4fe1d105af549845
1621,Kemran,Lachinov,,--,170 lbs.,--,,3,2,0,http://ufcstats.com/fighter-details/eb84192d1a97f69e
1622,Aspen,Ladd,,"5' 6""",135 lbs.,"66.0""",Orthodox,8,1,0,http://ufcstats.com/fighter-details/d4691518d012b9e7
1623,Ryan,LaFlare,,"6' 1""",170 lbs.,"74.0""",Southpaw,14,3,0,http://ufcstats.com/fighter-details/4c7781da8c6cae93
1624,Ben,Lagman,Bad News,"6' 2""",185 lbs.,--,,6,2,0,http://ufcstats.com/fighter-details/b40e65d71a8d4ce5
1625,Noad,Lahat,Neo,"5' 9""",145 lbs.,"69.0""",Orthodox,9,2,0,http://ufcstats.com/fighter-details/9f755fb04cc21499
1626,Tina,Lahdemaki,Jelly Bean,"5' 2""",115 lbs.,"62.0""",Orthodox,5,1,0,http://ufcstats.com/fighter-details/e5ca2bc2451a5956
1627,Tim,Lajcik,The Bohemian,"6' 1""",225 lbs.,--,Orthodox,7,6,1,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d
1628,Todd,Lally,,"5' 7""",145 lbs.,--,Orthodox,2,1,0,http://ufcstats.com/fighter-details/7d06092326c52528
1629,Sean,Lally,The Unpredictable One,"6' 0""",170 lbs.,"74.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/e62ce041bb7aeb1f
1630,Ricardo,Lamas,The Bully,"5' 8""",145 lbs.,"71.0""",Orthodox,19,8,0,http://ufcstats.com/fighter-details/3974fa35c917af1d
1631,Jason,Lambert,The Punisher,"6' 3""",185 lbs.,"75.0""",Orthodox,25,12,0,http://ufcstats.com/fighter-details/5be86bb2f78fef2f
1632,Jose,Landi-Jons,Pele,"5' 11""",170 lbs.,--,Orthodox,27,14,0,http://ufcstats.com/fighter-details/7e062824c175f975
1633,Nate,Landwehr,The Train,"5' 9""",145 lbs.,--,,13,2,0,http://ufcstats.com/fighter-details/583ee11abddfc581
1634,Austen,Lane,,"6' 6""",245 lbs.,"80.0""",Orthodox,4,1,0,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe
1635,Aaron,Lanfranco,,--,155 lbs.,--,,5,1,0,http://ufcstats.com/fighter-details/d73e856f150744b2
1636,Jeremy,Lang,,"5' 11""",205 lbs.,--,Southpaw,21,2,0,http://ufcstats.com/fighter-details/09422812370fbdfe
1637,Lionel,Lanham,,--,205 lbs.,--,,3,1,0,http://ufcstats.com/fighter-details/b8980dd7e8fc5976
1638,Lina,Lansberg,Elbow Queen,"5' 7""",135 lbs.,"65.0""",Orthodox,9,4,0,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
1639,Taylor,Lapilus,Double Impact,"5' 6""",135 lbs.,"73.0""",Southpaw,11,2,0,http://ufcstats.com/fighter-details/8b1ed83b02303075
1640,Chad,Laprise,The Disciple,"5' 10""",170 lbs.,"71.0""",Orthodox,14,4,0,http://ufcstats.com/fighter-details/c03a5022f8439f2a
1641,Anthony,Lapsley,The Recipe,"5' 9""",170 lbs.,"71.0""",Southpaw,25,7,0,http://ufcstats.com/fighter-details/f3a853544e4413c4
1642,Icho,Larenas,,"6' 3""",235 lbs.,--,Orthodox,5,4,0,http://ufcstats.com/fighter-details/49efbdc6c9f650c4
1643,Lorenz,Larkin,The Monsoon,"5' 11""",170 lbs.,"72.0""",Orthodox,18,5,0,http://ufcstats.com/fighter-details/9450848a71d53776
1644,Jeremy,Larsen,,"5' 10""",145 lbs.,"70.0""",Orthodox,8,5,0,http://ufcstats.com/fighter-details/c3bd649a9194e50c
1645,Brock,Larson,,"5' 11""",170 lbs.,"71.0""",Southpaw,33,6,0,http://ufcstats.com/fighter-details/5eedbf1e9601be35
1646,Ryan,Larson,,--,170 lbs.,--,,6,2,0,http://ufcstats.com/fighter-details/7107e53ebd7435fb
1647,Bobby,Lashley,,"6' 3""",255 lbs.,"78.0""",Orthodox,7,1,0,http://ufcstats.com/fighter-details/b0826525fa17231d
1648,Ilir,Latifi,The Sledgehammer,"5' 10""",205 lbs.,"73.0""",Orthodox,15,7,0,http://ufcstats.com/fighter-details/e9a3aeb207578eea
1649,Sione,Latu,,"6' 0""",215 lbs.,--,,1,0,0,http://ufcstats.com/fighter-details/5898357a45a73674
1650,Jenel,Lausa,The Demolition Man,"5' 5""",125 lbs.,"68.0""",Orthodox,7,5,0,http://ufcstats.com/fighter-details/ec664422b22d9787
1651,Joe,Lauzon,J-Lau,"5' 10""",155 lbs.,"71.0""",Orthodox,27,16,0,http://ufcstats.com/fighter-details/3bad7ef643840f67
1652,Dan,Lauzon,The Upgrade,"5' 10""",155 lbs.,--,Orthodox,15,4,0,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4
1653,Chatt,Lavender,,"5' 8""",170 lbs.,--,,9,7,0,http://ufcstats.com/fighter-details/5449dcccd972ff83
1654,Muhammed,Lawal,King Mo,"6' 0""",205 lbs.,"78.0""",Southpaw,9,1,0,http://ufcstats.com/fighter-details/a571770c4016736f
1655,Robbie,Lawler,Ruthless,"5' 11""",170 lbs.,"74.0""",Southpaw,28,14,0,http://ufcstats.com/fighter-details/f2925e6db404bf1d
1656,Tom,Lawlor,Filthy,"6' 0""",205 lbs.,"74.0""",Southpaw,10,6,0,http://ufcstats.com/fighter-details/4d44f37107f01b9b
1657,Justin,Lawrence,The American Kidd,"5' 8""",145 lbs.,"67.0""",Orthodox,5,2,0,http://ufcstats.com/fighter-details/879f6cae48d25baa
1658,Lance,Lawrence,The Tornado,"6' 1""",145 lbs.,"74.0""",Orthodox,5,1,0,http://ufcstats.com/fighter-details/ce039df1994b18f0
1659,Eric,Lawson,,"6' 0""",185 lbs.,--,Orthodox,9,4,0,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42
1660,Valmir,Lazaro,Bidu,"6' 0""",155 lbs.,"73.0""",Orthodox,13,4,0,http://ufcstats.com/fighter-details/777dea713da2441d
1661,Cung,Le,,"5' 9""",185 lbs.,"69.0""",Southpaw,9,3,0,http://ufcstats.com/fighter-details/d4f364dd076bb0e2
1662,Thanh,Le,,"5' 9""",145 lbs.,"74.0""",Orthodox,6,1,0,http://ufcstats.com/fighter-details/882b3f5a0774d575
1663,Jerome,LeBanner,,"6' 3""",265 lbs.,--,Southpaw,3,2,0,http://ufcstats.com/fighter-details/2d0b10789feafddb
1664,Chris,Leben,The Crippler,"5' 11""",185 lbs.,"74.0""",Southpaw,22,11,0,http://ufcstats.com/fighter-details/d43a048a880efdff
1665,Mickael,Lebout,Ragnar,"5' 11""",155 lbs.,"73.0""",Orthodox,14,5,1,http://ufcstats.com/fighter-details/c575ab451e3c5b1d
1666,Stephen,Ledbetter,,"5' 9""",145 lbs.,--,Orthodox,8,3,0,http://ufcstats.com/fighter-details/56ec58954158966a
1667,Justin,Ledet,El Blanco,"6' 4""",205 lbs.,"80.0""",Orthodox,9,2,0,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
1668,James,Lee,,"5' 11""",205 lbs.,--,Southpaw,14,3,0,http://ufcstats.com/fighter-details/863d06a7ef8bc98c
1669,David,Lee,,"5' 10""",155 lbs.,--,Orthodox,9,7,0,http://ufcstats.com/fighter-details/8caca5857ce0e30b
1670,Jackie,Lee,,--,--,--,,0,1,0,http://ufcstats.com/fighter-details/4985113c0928aa62
1671,Eun Soo,Lee,,"6' 1""",215 lbs.,--,Orthodox,15,3,0,http://ufcstats.com/fighter-details/39c568f8c579913e
1672,Tae Hyun,Lee,,"6' 6""",295 lbs.,--,Orthodox,1,2,0,http://ufcstats.com/fighter-details/de99da2c0d18d34a
1673,Tommy,Lee,,"5' 7""",145 lbs.,--,Orthodox,25,6,0,http://ufcstats.com/fighter-details/806975e1b4f47b27
1674,Matt,Lee,,"5' 11""",155 lbs.,--,Orthodox,13,10,1,http://ufcstats.com/fighter-details/d9e3743bae8d703d
1675,Imani,Lee,,--,--,--,Orthodox,2,3,0,http://ufcstats.com/fighter-details/0802be3516ef8f66
1676,Vaughan,Lee,,"5' 6""",125 lbs.,"66.0""",Orthodox,14,11,1,http://ufcstats.com/fighter-details/8bb6f4479685bbcc
1677,Kevin,Lee,The Motown Phenom,"5' 9""",170 lbs.,"77.0""",Orthodox,17,5,0,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
1678,Rocky,Lee,,"5' 9""",145 lbs.,"68.0""",Orthodox,3,2,0,http://ufcstats.com/fighter-details/0d1c163b206e8c5f
1679,Andrea,Lee,KGB,"5' 6""",125 lbs.,"69.0""",Orthodox,11,2,0,http://ufcstats.com/fighter-details/05fa626cb33d15b8
1680,Ricky,Legere Jr.,IE Bad Boy,"5' 8""",170 lbs.,--,,14,4,0,http://ufcstats.com/fighter-details/5817df778cc27274
1681,Sherron,Leggett,Rob Roy,"5' 8""",155 lbs.,--,Southpaw,21,6,0,http://ufcstats.com/fighter-details/4f670b7972fa0a2e
1682,Cheyden,Leialoha,Steadfast,"5' 8""",135 lbs.,"73.0""",Orthodox,6,0,0,http://ufcstats.com/fighter-details/98cbbc06074c68a4
1683,Thales,Leites,,"6' 1""",185 lbs.,"78.0""",Orthodox,28,9,0,http://ufcstats.com/fighter-details/cfb65863d5099327
1684,Stefan,Leko,Blitz,"6' 2""",215 lbs.,--,Orthodox,0,3,0,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb
1685,Gabe,Lemley,,"5' 8""",155 lbs.,--,Orthodox,13,9,0,http://ufcstats.com/fighter-details/fd4578cac86d75ca
1686,Amanda,Lemos,Amandinha,"5' 4""",135 lbs.,"65.0""",Southpaw,6,1,1,http://ufcstats.com/fighter-details/3df5493bb279226f
1687,Giacomo,Lemos,,"6' 3""",247 lbs.,"75.0""",Orthodox,6,0,0,http://ufcstats.com/fighter-details/f37822d5b3e47517
1688,Christophe,Leninger,,"6' 0""",200 lbs.,--,Southpaw,3,4,0,http://ufcstats.com/fighter-details/7269329bd87eb479
1689,Jesse,Lennox,The Ox,"5' 9""",170 lbs.,"72.0""",Orthodox,15,3,0,http://ufcstats.com/fighter-details/3ae10ac4df3df05c
1690,Jean Francois,Lenogue,,"6' 0""",185 lbs.,--,Orthodox,15,14,3,http://ufcstats.com/fighter-details/e60201cfab7d656d
1691,Nik,Lentz,The Carny,"5' 8""",155 lbs.,"68.0""",Orthodox,30,10,2,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
1692,Alberta Cerra,Leon,,"5' 8""",238 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/6e02c318762f52f1
1693,Anthony,Leone,,"5' 6""",135 lbs.,--,Orthodox,9,5,0,http://ufcstats.com/fighter-details/86b9b51a81e9c339
1694,Chad,Leonhardt,The Boss,"6' 0""",170 lbs.,--,,8,3,0,http://ufcstats.com/fighter-details/657d0ed181f04215
1695,Kimo,Leopoldo,,"6' 3""",235 lbs.,--,Orthodox,10,7,1,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
1696,Michael,Lerma,,--,--,--,,0,1,0,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3
1697,Lukasz,Les,,--,170 lbs.,--,,7,3,0,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
1698,Brock,Lesnar,,"6' 3""",265 lbs.,"81.0""",Orthodox,5,3,0,http://ufcstats.com/fighter-details/513c6f1715e547a8
1699,Frank,Lester,,"5' 11""",170 lbs.,--,Orthodox,6,6,0,http://ufcstats.com/fighter-details/edd8d5d8089a35f8
1700,Valerie,Letourneau,Trouble,"5' 7""",115 lbs.,"68.0""",Orthodox,8,6,0,http://ufcstats.com/fighter-details/46a2f24feb258ae0
1701,Leah,Letson,Nidas,"5' 7""",145 lbs.,"71.0""",,5,2,0,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
1702,Justin,Levens,The Executioner,"5' 11""",185 lbs.,--,Orthodox,9,8,0,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778
1703,Marcus,LeVesseur,The Prospect,"5' 9""",155 lbs.,"70.0""",Southpaw,22,7,0,http://ufcstats.com/fighter-details/182f2b78582de3d8
1704,David,Levicki,,"6' 5""",275 lbs.,--,,1,3,0,http://ufcstats.com/fighter-details/49590e0508b2c19f
1705,Kyle,Levinton,,--,--,--,,0,3,0,http://ufcstats.com/fighter-details/81ddc98fceb30086
1706,John,Lewis,,"6' 0""",155 lbs.,--,Southpaw,3,4,3,http://ufcstats.com/fighter-details/4a01dc8376736ef5
1707,Derrick,Lewis,The Black Beast,"6' 3""",260 lbs.,"79.0""",Orthodox,21,7,0,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
1708,Bevon,Lewis,,"6' 3""",185 lbs.,"79.0""",Orthodox,6,2,0,http://ufcstats.com/fighter-details/899923ff6ab13917
1709,Chi,Lewis-Parry,Chopper,"6' 9""",243 lbs.,--,,7,0,1,http://ufcstats.com/fighter-details/a307a10414d0ad00
1710,Jess,Liaudin,The Joker,"5' 9""",170 lbs.,"72.0""",Orthodox,19,11,0,http://ufcstats.com/fighter-details/a8aba6fd8a463043
1711,Chuck,Liddell,The Iceman,"6' 2""",205 lbs.,"76.0""",Orthodox,21,8,0,http://ufcstats.com/fighter-details/a390eb8a9b2df298
1712,Sam,Liera,,--,--,--,,4,3,0,http://ufcstats.com/fighter-details/421ccfc6ddb17958
1713,Zach,Light,,"5' 8""",170 lbs.,--,Orthodox,8,11,0,http://ufcstats.com/fighter-details/5d7c18191b8aa432
1714,Scott,Lighty,,"6' 2""",205 lbs.,--,,6,2,0,http://ufcstats.com/fighter-details/998c8890a8dde1eb
1715,Chris,Liguori,,"5' 9""",185 lbs.,--,Orthodox,13,9,0,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
1716,Donnie,Liles,,"5' 9""",170 lbs.,--,Orthodox,13,5,0,http://ufcstats.com/fighter-details/a1bf037613180253
1717,Jae Suk,Lim,,"5' 9""",170 lbs.,--,Orthodox,15,5,0,http://ufcstats.com/fighter-details/bbb15f301e4a490a
1718,Hyun Gyu,Lim,The Ace,"6' 3""",170 lbs.,"77.0""",Orthodox,13,7,1,http://ufcstats.com/fighter-details/203c957eac95dd87
1719,Juliana,Lima,Ju Thai,"5' 5""",115 lbs.,"65.0""",Orthodox,9,5,0,http://ufcstats.com/fighter-details/75a6a390fd5dca46
1720,Dhiego,Lima,,"6' 2""",170 lbs.,"74.0""",Orthodox,16,7,0,http://ufcstats.com/fighter-details/e9213f53ddeca978
1721,Douglas,Lima,The Phenom,"6' 1""",170 lbs.,--,,29,6,0,http://ufcstats.com/fighter-details/264111bf62662fbf
1722,Mabelly,Lima,,"5' 2""",135 lbs.,--,Orthodox,7,1,0,http://ufcstats.com/fighter-details/6135fd9665fbb74e
1723,Miguel,Linares,,--,--,--,,2,4,0,http://ufcstats.com/fighter-details/18c49685296c60e6
1724,Matt,Lindland,The Law,"6' 0""",185 lbs.,"74.0""",Southpaw,22,9,0,http://ufcstats.com/fighter-details/0e041d43a47d2e4b
1725,Jake,Lindsey,The Librarian,"5' 11""",155 lbs.,"71.0""",Switch,9,3,0,http://ufcstats.com/fighter-details/33e00249ef08d3a4
1726,John,Lineker,Hands of Stone,"5' 3""",135 lbs.,"67.0""",Orthodox,31,9,0,http://ufcstats.com/fighter-details/c268b2cfebccf652
1727,Lucio,Linhares,,"6' 2""",185 lbs.,--,Orthodox,15,7,0,http://ufcstats.com/fighter-details/a780d16cf7eed44d
1728,Philipe,Lins,Monstro,"6' 2""",205 lbs.,--,,10,2,0,http://ufcstats.com/fighter-details/53c943c873cffe90
1729,Ariane,Lipski,Queen of Violence,"5' 3""",125 lbs.,"67.0""",Orthodox,11,5,0,http://ufcstats.com/fighter-details/6551c64fbcd1a467
1730,Dean,Lister,The Boogeyman,"6' 1""",185 lbs.,"75.0""",Orthodox,11,7,0,http://ufcstats.com/fighter-details/68c6cd5287b473a7
1731,Wesley,Little,,"6' 4""",205 lbs.,--,,4,6,0,http://ufcstats.com/fighter-details/008c6e1a25751575
1732,Abner,Lloveras,Skullman,"5' 11""",155 lbs.,"71.0""",,19,8,1,http://ufcstats.com/fighter-details/6448e57a9533b7e4
1733,Brian,Lo-A-Njoe,,"5' 7""",155 lbs.,--,Orthodox,6,9,3,http://ufcstats.com/fighter-details/7abce81b72fbbd9b
1734,John,Lober,The Machine,"5' 11""",199 lbs.,--,Orthodox,5,9,4,http://ufcstats.com/fighter-details/31652c9267606d54
1735,Artem,Lobov,The Russian Hammer,"5' 9""",145 lbs.,"65.0""",Southpaw,14,15,1,http://ufcstats.com/fighter-details/02f2a9702ba3d167
1736,Dylan,Lockard,,--,145 lbs.,--,,5,1,0,http://ufcstats.com/fighter-details/9caa254991a5a698
1737,Sean,Loeffler,The Destroyer,"6' 3""",185 lbs.,--,Orthodox,25,5,0,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931
1738,Christian,Lohsen,Hollywood,"6' 2""",155 lbs.,"77.0""",Southpaw,7,1,0,http://ufcstats.com/fighter-details/4ab36d70d1b28b58
1739,David,Loiseau,The Crow,"6' 0""",185 lbs.,"76.0""",Orthodox,20,10,0,http://ufcstats.com/fighter-details/22e47b53e4ceb27c
1740,Hector,Lombard,,"5' 9""",185 lbs.,"71.0""",Southpaw,34,10,1,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
1741,Michael,Lombardo,The Don,"6' 0""",185 lbs.,"72.0""",Orthodox,8,1,0,http://ufcstats.com/fighter-details/6d6b9a6cb063b60d
1742,Rocky,Long,,--,145 lbs.,--,,19,27,1,http://ufcstats.com/fighter-details/10e04e5e81f391a0
1743,Thomas,Longacre,,"5' 9""",145 lbs.,--,Orthodox,6,1,0,http://ufcstats.com/fighter-details/989be26791d0aad4
1744,Lucas,Lopes,,"6' 2""",185 lbs.,--,,19,13,0,http://ufcstats.com/fighter-details/1f70dd67ad507990
1745,Dileno,Lopes,,"5' 5""",135 lbs.,"65.0""",,19,3,0,http://ufcstats.com/fighter-details/8270c00fae24c922
1746,Ivan,Lopez,,"5' 6""",135 lbs.,--,Southpaw,8,1,1,http://ufcstats.com/fighter-details/0db9d2486d564a3c
1747,Steve,Lopez,,"5' 11""",155 lbs.,--,Orthodox,12,6,1,http://ufcstats.com/fighter-details/6085ceb59087514b
1748,Federico,Lopez,Kiko,"5' 4""",139 lbs.,--,Orthodox,5,5,0,http://ufcstats.com/fighter-details/9681e0ce67dc978b
1749,Jorge,Lopez,,"5' 10""",170 lbs.,--,Orthodox,11,3,0,http://ufcstats.com/fighter-details/ee624ee2a18f2a43
1750,Christopher,Lopez,,"5' 10""",170 lbs.,--,,9,1,0,http://ufcstats.com/fighter-details/5148a665aa527865
1751,Matthew,Lopez,,"5' 7""",135 lbs.,"69.0""",Southpaw,10,4,0,http://ufcstats.com/fighter-details/2fc7e9701642ca38
1752,Benito,Lopez,Golden Boy,"5' 10""",135 lbs.,"73.0""",Switch,10,1,0,http://ufcstats.com/fighter-details/773f7feacf96153e
1753,Brendan,Loughnane,,"5' 10""",145 lbs.,"70.0""",Switch,16,4,0,http://ufcstats.com/fighter-details/b788862dd1c11eac
1754,Nate,Loughran,,"6' 2""",185 lbs.,--,Orthodox,9,1,0,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
1755,Rashard,Lovelace,,--,155 lbs.,--,,4,1,0,http://ufcstats.com/fighter-details/e601d71cf8e5be22
1756,Ian,Loveland,The Barn Owl,"5' 8""",145 lbs.,--,Orthodox,14,9,0,http://ufcstats.com/fighter-details/eea0274e153256a0
1757,Jakob,Lovstad,The Striking Viking,"6' 3""",205 lbs.,--,Orthodox,11,4,0,http://ufcstats.com/fighter-details/ad044be25c94dcfd
1758,Waylon,Lowe,,"5' 7""",145 lbs.,--,Southpaw,11,5,0,http://ufcstats.com/fighter-details/28f62d866c59c709
1759,Brandon,Lowe,,--,155 lbs.,--,,2,1,0,http://ufcstats.com/fighter-details/78ac94d54aa7f378
1760,Joe,Lowry,,"5' 10""",155 lbs.,"72.0""",Orthodox,8,1,0,http://ufcstats.com/fighter-details/86248c84834238e7
1761,Robert,Lucarelli,,"6' 2""",245 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/96087e90d900f0ef
1762,Matt,Lucas,Luke Duke,"6' 1""",205 lbs.,--,,14,2,0,http://ufcstats.com/fighter-details/668222c99c5c311d
1763,Cleber,Luciano,,"5' 6""",155 lbs.,--,,14,6,0,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
1764,Duane,Ludwig,Bang,"5' 10""",170 lbs.,"70.0""",Orthodox,29,14,0,http://ufcstats.com/fighter-details/84ac950d4c1722dd
1765,Mike,Lullo,,"5' 8""",145 lbs.,--,Orthodox,8,3,0,http://ufcstats.com/fighter-details/e26882820f9e8df5
1766,Dalcha,Lungiambula,Champion,"5' 8""",205 lbs.,"76.0""",Orthodox,10,1,0,http://ufcstats.com/fighter-details/ce632027bf2a871b
1767,Alexandru,Lungu,,"6' 0""",385 lbs.,--,Orthodox,8,2,0,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff
1768,Vicente,Luque,The Silent Assassin,"5' 11""",170 lbs.,"75.0""",Orthodox,17,6,1,http://ufcstats.com/fighter-details/6d4b63c767106d3a
1769,Thaddeus,Luster,,"6' 3""",210 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/505934897b8b4824
1770,Travis,Lutter,The Serial Killer,"5' 11""",185 lbs.,"75.0""",Orthodox,10,6,0,http://ufcstats.com/fighter-details/622f015c81a9b13a
1771,Stevie,Lynch,,"5' 10""",170 lbs.,--,Orthodox,5,2,0,http://ufcstats.com/fighter-details/710d93f1508f7104
1772,Adam,Lynn,,"5' 10""",155 lbs.,--,Orthodox,17,8,0,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
1773,Chris,Lytle,Lights Out,"5' 11""",170 lbs.,"68.0""",Orthodox,31,18,5,http://ufcstats.com/fighter-details/91acd6910b802a9e
1774,Dong Hyun,Ma,Maestro,"5' 11""",155 lbs.,"70.0""",Orthodox,16,10,3,http://ufcstats.com/fighter-details/98a6b2361045898f
1775,William,Patolino,Patolino,"5' 11""",170 lbs.,"75.0""",Orthodox,8,3,0,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
1776,Jason,MacDonald,The Athlete,"6' 3""",185 lbs.,"80.0""",Orthodox,26,16,0,http://ufcstats.com/fighter-details/2be6596a9db33bf5
1777,Rob,MacDonald,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,5,4,0,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
1778,Rory,MacDonald,Red King,"6' 0""",170 lbs.,"76.0""",Orthodox,18,4,0,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
1779,Ryan,MacDonald,Main Event,"5' 11""",135 lbs.,"71.0""",Switch,10,1,0,http://ufcstats.com/fighter-details/35e1f9984ed64206
1780,Veronica,Macedo,,"5' 4""",125 lbs.,"64.0""",Southpaw,6,3,1,http://ufcstats.com/fighter-details/4798e823ada58fe9
1781,Clayton,MacFarlane,,--,170 lbs.,--,,4,1,0,http://ufcstats.com/fighter-details/39831e62d12e7ad1
1782,Ilima,Macfarlane,,"5' 4""",125 lbs.,--,,6,0,0,http://ufcstats.com/fighter-details/8cf90e41646491fd
1783,Lyoto,Machida,The Dragon,"6' 1""",185 lbs.,"74.0""",Southpaw,24,8,0,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
1784,Jon,Koppenhaver,War Machine,"5' 11""",170 lbs.,--,Orthodox,11,4,0,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
1785,Anthony,Macias,Mad Dog,"5' 9""",185 lbs.,--,Switch,26,16,0,http://ufcstats.com/fighter-details/dedc3bb440d09554
1786,Reza,Madadi,Mad Dog,"5' 11""",155 lbs.,"72.0""",Orthodox,14,6,0,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
1787,Don,Madge,Magic Man,"6' 0""",155 lbs.,"72.0""",Southpaw,8,3,1,http://ufcstats.com/fighter-details/68c7ad953455c73f
1788,Ryan,Madigan,,"6' 0""",170 lbs.,--,Orthodox,5,3,0,http://ufcstats.com/fighter-details/a8d521d913df4e31
1789,Jon,Madsen,,"6' 0""",240 lbs.,"72.0""",Orthodox,7,1,0,http://ufcstats.com/fighter-details/7691a80e6ca3e55b
1790,Mark,Madsen,The Olympian,"5' 10""",170 lbs.,--,,7,0,0,http://ufcstats.com/fighter-details/da0995f19b749cfa
1791,Yoshiro,Maeda,,"5' 7""",139 lbs.,"68.0""",Southpaw,28,12,2,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b
1792,Leonardo,Mafra,Macarrao,"5' 10""",155 lbs.,"70.0""",Orthodox,12,3,0,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
1793,Vinny,Magalhaes,Pezao,"6' 3""",205 lbs.,"79.0""",Orthodox,11,7,0,http://ufcstats.com/fighter-details/88a9bc81271ccd89
1794,Vinicius,Magalhaes,Draculinho,--,145 lbs.,--,,2,1,0,http://ufcstats.com/fighter-details/1b583c64c23f0c7f
1795,Caio,Magalhaes,Hellboy,"6' 1""",185 lbs.,"73.0""",Orthodox,9,3,0,http://ufcstats.com/fighter-details/0c5c66ddd1886b83
1796,Bernardo,Magalhaes,Trekko,"5' 9""",155 lbs.,"65.0""",Orthodox,11,3,0,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
